reference,querry,ani,alignment_coverage,primary_cluster
coasm_bin.441.fa,CAN_1_bin.31.fa,0.9945999999999999,62.8,18
coasm_bin.441.fa,CAN_3_bin.80.fa,0.9954999999999999,68.82,18
coasm_bin.441.fa,coasm_bin.441.fa,1.0,100.0,18
CAN_1_bin.31.fa,CAN_3_bin.80.fa,0.9848,71.11,18
CAN_1_bin.31.fa,coasm_bin.441.fa,0.9945999999999999,98.94,18
CAN_3_bin.80.fa,coasm_bin.441.fa,0.9954999999999999,97.49,18
CAN_1_bin.38.fa,CAN_1_bin.38.fa,1.0,100.0,157
CAN_2_bin.41.fa,CAN_1_bin.38.fa,0.9873000000000001,82.33,157
CAN_2_bin.41.fa,CAN_2_bin.41.fa,1.0,100.0,157
CAN_3_bin.13.fa,CAN_1_bin.38.fa,0.988,81.28,157
CAN_3_bin.13.fa,CAN_2_bin.41.fa,0.9897,80.65,157
CAN_3_bin.13.fa,CAN_3_bin.13.fa,1.0,100.0,157
coasm_bin.297.fa,CAN_1_bin.38.fa,0.9851000000000001,75.45,157
coasm_bin.297.fa,CAN_2_bin.41.fa,0.9914000000000001,72.92,157
coasm_bin.297.fa,CAN_3_bin.13.fa,0.9908,85.36,157
coasm_bin.297.fa,coasm_bin.297.fa,1.0,100.0,157
CAN_1_bin.38.fa,CAN_2_bin.41.fa,0.9873000000000001,75.69,157
CAN_1_bin.38.fa,CAN_3_bin.13.fa,0.988,86.9,157
CAN_2_bin.41.fa,CAN_3_bin.13.fa,0.9897,93.8,157
CAN_1_bin.38.fa,coasm_bin.297.fa,0.9851000000000001,70.04,157
CAN_2_bin.41.fa,coasm_bin.297.fa,0.9914000000000001,73.63,157
CAN_3_bin.13.fa,coasm_bin.297.fa,0.9908,74.12,157
CAN_1_bin.43.fa,CAN_1_bin.43.fa,1.0,100.0,181
CAN_2_bin.23.fa,CAN_1_bin.43.fa,0.9914000000000001,93.83,181
CAN_2_bin.23.fa,CAN_2_bin.23.fa,1.0,100.0,181
CAN_3_bin.15.fa,CAN_1_bin.43.fa,0.9936,91.77,181
CAN_3_bin.15.fa,CAN_2_bin.23.fa,0.9932,88.71,181
CAN_3_bin.15.fa,CAN_3_bin.15.fa,1.0,100.0,181
coasm_bin.475.fa,CAN_1_bin.43.fa,0.9928,86.44,181
coasm_bin.475.fa,CAN_2_bin.23.fa,0.9922,83.52,181
coasm_bin.475.fa,CAN_3_bin.15.fa,0.995,55.78,181
coasm_bin.475.fa,coasm_bin.475.fa,1.0,100.0,181
CAN_1_bin.43.fa,CAN_2_bin.23.fa,0.9914000000000001,88.41,181
CAN_1_bin.43.fa,CAN_3_bin.15.fa,0.9936,59.17,181
CAN_2_bin.23.fa,CAN_3_bin.15.fa,0.9932,60.7,181
CAN_1_bin.43.fa,coasm_bin.475.fa,0.9928,93.8,181
CAN_2_bin.23.fa,coasm_bin.475.fa,0.9922,96.19,181
CAN_3_bin.15.fa,coasm_bin.475.fa,0.995,93.88,181
CAN_1_bin.48.fa,CAN_1_bin.48.fa,1.0,100.0,9
CAN_2_bin.170.fa,CAN_1_bin.48.fa,1.0,100.0,9
CAN_2_bin.170.fa,CAN_2_bin.170.fa,1.0,100.0,9
CAN_3_bin.143.fa,CAN_1_bin.48.fa,1.0,100.0,9
CAN_3_bin.143.fa,CAN_2_bin.170.fa,1.0,100.0,9
CAN_3_bin.143.fa,CAN_3_bin.143.fa,1.0,100.0,9
coasm_bin.554.fa,CAN_1_bin.48.fa,1.0,100.0,9
coasm_bin.554.fa,CAN_2_bin.170.fa,1.0,100.0,9
coasm_bin.554.fa,CAN_3_bin.143.fa,1.0,100.0,9
coasm_bin.554.fa,coasm_bin.554.fa,1.0,100.0,9
CAN_1_bin.48.fa,CAN_2_bin.170.fa,1.0,100.0,9
CAN_1_bin.48.fa,CAN_3_bin.143.fa,1.0,100.0,9
CAN_2_bin.170.fa,CAN_3_bin.143.fa,1.0,100.0,9
CAN_1_bin.48.fa,coasm_bin.554.fa,1.0,100.0,9
CAN_2_bin.170.fa,coasm_bin.554.fa,1.0,100.0,9
CAN_3_bin.143.fa,coasm_bin.554.fa,1.0,100.0,9
CAN_1_bin.4.fa,CAN_1_bin.4.fa,1.0,100.0,217
CAN_2_bin.42.fa,CAN_1_bin.4.fa,1.0,100.0,217
CAN_2_bin.42.fa,CAN_2_bin.42.fa,1.0,100.0,217
CAN_3_bin.221.fa,CAN_1_bin.4.fa,1.0,100.0,217
CAN_3_bin.221.fa,CAN_2_bin.42.fa,1.0,100.0,217
CAN_3_bin.221.fa,CAN_3_bin.221.fa,1.0,100.0,217
CAN_4_bin.2.fa,CAN_1_bin.4.fa,1.0,100.0,217
CAN_4_bin.2.fa,CAN_2_bin.42.fa,1.0,100.0,217
CAN_4_bin.2.fa,CAN_3_bin.221.fa,1.0,100.0,217
CAN_4_bin.2.fa,CAN_4_bin.2.fa,1.0,100.0,217
CAN_5_bin.6.fa,CAN_1_bin.4.fa,1.0,100.0,217
CAN_5_bin.6.fa,CAN_2_bin.42.fa,1.0,100.0,217
CAN_5_bin.6.fa,CAN_3_bin.221.fa,1.0,100.0,217
CAN_5_bin.6.fa,CAN_4_bin.2.fa,1.0,100.0,217
CAN_5_bin.6.fa,CAN_5_bin.6.fa,1.0,100.0,217
coasm_bin.26.fa,CAN_1_bin.4.fa,1.0,100.0,217
coasm_bin.26.fa,CAN_2_bin.42.fa,1.0,100.0,217
coasm_bin.26.fa,CAN_3_bin.221.fa,1.0,100.0,217
coasm_bin.26.fa,CAN_4_bin.2.fa,1.0,100.0,217
coasm_bin.26.fa,CAN_5_bin.6.fa,1.0,100.0,217
coasm_bin.26.fa,coasm_bin.26.fa,1.0,100.0,217
CAN_1_bin.4.fa,CAN_2_bin.42.fa,1.0,100.0,217
CAN_1_bin.4.fa,CAN_3_bin.221.fa,1.0,100.0,217
CAN_2_bin.42.fa,CAN_3_bin.221.fa,1.0,100.0,217
CAN_1_bin.4.fa,CAN_4_bin.2.fa,1.0,100.0,217
CAN_2_bin.42.fa,CAN_4_bin.2.fa,1.0,100.0,217
CAN_3_bin.221.fa,CAN_4_bin.2.fa,1.0,100.0,217
CAN_1_bin.4.fa,CAN_5_bin.6.fa,1.0,100.0,217
CAN_2_bin.42.fa,CAN_5_bin.6.fa,1.0,100.0,217
CAN_3_bin.221.fa,CAN_5_bin.6.fa,1.0,100.0,217
CAN_4_bin.2.fa,CAN_5_bin.6.fa,1.0,100.0,217
CAN_1_bin.4.fa,coasm_bin.26.fa,1.0,100.0,217
CAN_2_bin.42.fa,coasm_bin.26.fa,1.0,100.0,217
CAN_3_bin.221.fa,coasm_bin.26.fa,1.0,100.0,217
CAN_4_bin.2.fa,coasm_bin.26.fa,1.0,100.0,217
CAN_5_bin.6.fa,coasm_bin.26.fa,1.0,100.0,217
CAN_1_bin.50.fa,CAN_1_bin.50.fa,1.0,100.0,148
CAN_2_bin.92.fa,CAN_1_bin.50.fa,0.9968,91.82,148
CAN_2_bin.92.fa,CAN_2_bin.92.fa,1.0,100.0,148
CAN_3_bin.47.fa,CAN_1_bin.50.fa,0.9992,98.75,148
CAN_3_bin.47.fa,CAN_2_bin.92.fa,0.996,93.64,148
CAN_3_bin.47.fa,CAN_3_bin.47.fa,1.0,100.0,148
CAN_4_bin.181.fa,CAN_1_bin.50.fa,0.9926999999999999,93.95,148
CAN_4_bin.181.fa,CAN_2_bin.92.fa,0.9899,90.57,148
CAN_4_bin.181.fa,CAN_3_bin.47.fa,0.9914000000000001,92.4,148
CAN_4_bin.181.fa,CAN_4_bin.181.fa,1.0,100.0,148
coasm_bin.215.fa,CAN_1_bin.50.fa,0.9998,98.85,148
coasm_bin.215.fa,CAN_2_bin.92.fa,0.9969,93.67,148
coasm_bin.215.fa,CAN_3_bin.47.fa,0.9992,97.08,148
coasm_bin.215.fa,CAN_4_bin.181.fa,0.9928,62.66,148
coasm_bin.215.fa,coasm_bin.215.fa,1.0,100.0,148
CAN_1_bin.50.fa,CAN_2_bin.92.fa,0.9968,94.37,148
CAN_1_bin.50.fa,CAN_3_bin.47.fa,0.9992,97.72,148
CAN_2_bin.92.fa,CAN_3_bin.47.fa,0.996,90.16,148
CAN_1_bin.50.fa,CAN_4_bin.181.fa,0.9926999999999999,63.32,148
CAN_2_bin.92.fa,CAN_4_bin.181.fa,0.9899,59.39,148
CAN_3_bin.47.fa,CAN_4_bin.181.fa,0.9914000000000001,62.93,148
CAN_1_bin.50.fa,coasm_bin.215.fa,0.9998,100.0,148
CAN_2_bin.92.fa,coasm_bin.215.fa,0.9969,92.21,148
CAN_3_bin.47.fa,coasm_bin.215.fa,0.9992,99.25,148
CAN_4_bin.181.fa,coasm_bin.215.fa,0.9928,94.07,148
CAN_1_bin.55.fa,CAN_1_bin.55.fa,1.0,100.0,166
CAN_2_bin.34.fa,CAN_1_bin.55.fa,0.9781,61.36,166
CAN_2_bin.34.fa,CAN_2_bin.34.fa,1.0,100.0,166
CAN_3_bin.110.fa,CAN_1_bin.55.fa,0.9886,65.0,166
CAN_3_bin.110.fa,CAN_2_bin.34.fa,0.9822,51.23,166
CAN_3_bin.110.fa,CAN_3_bin.110.fa,1.0,100.0,166
coasm_bin.485.fa,CAN_1_bin.55.fa,0.9932,68.06,166
coasm_bin.485.fa,CAN_2_bin.34.fa,0.9903,53.22,166
coasm_bin.485.fa,CAN_3_bin.110.fa,0.9956,85.39,166
coasm_bin.485.fa,coasm_bin.485.fa,1.0,100.0,166
CAN_1_bin.55.fa,CAN_2_bin.34.fa,0.9781,51.2,166
CAN_1_bin.55.fa,CAN_3_bin.110.fa,0.9886,81.64,166
CAN_2_bin.34.fa,CAN_3_bin.110.fa,0.9822,77.12,166
CAN_1_bin.55.fa,coasm_bin.485.fa,0.9932,95.62,166
CAN_2_bin.34.fa,coasm_bin.485.fa,0.9903,89.6,166
CAN_3_bin.110.fa,coasm_bin.485.fa,0.9956,95.51,166
CAN_1_bin.5.fa,CAN_1_bin.5.fa,1.0,100.0,206
CAN_2_bin.32.fa,CAN_1_bin.5.fa,0.9997,96.51,206
CAN_2_bin.32.fa,CAN_2_bin.32.fa,1.0,100.0,206
CAN_3_bin.69.fa,CAN_1_bin.5.fa,0.9998999999999999,98.15,206
CAN_3_bin.69.fa,CAN_2_bin.32.fa,0.9993000000000001,86.17,206
CAN_3_bin.69.fa,CAN_3_bin.69.fa,1.0,100.0,206
CAN_4_bin.135.fa,CAN_1_bin.5.fa,1.0,100.0,206
CAN_4_bin.135.fa,CAN_2_bin.32.fa,0.9997,83.79,206
CAN_4_bin.135.fa,CAN_3_bin.69.fa,1.0,89.84,206
CAN_4_bin.135.fa,CAN_4_bin.135.fa,1.0,100.0,206
CAN_5_bin.141.fa,CAN_1_bin.5.fa,1.0,99.99,206
CAN_5_bin.141.fa,CAN_2_bin.32.fa,0.9997,83.71,206
CAN_5_bin.141.fa,CAN_3_bin.69.fa,1.0,89.76,206
CAN_5_bin.141.fa,CAN_4_bin.135.fa,1.0,100.0,206
CAN_5_bin.141.fa,CAN_5_bin.141.fa,1.0,100.0,206
coasm_bin.562.fa,CAN_1_bin.5.fa,1.0,99.84,206
coasm_bin.562.fa,CAN_2_bin.32.fa,0.9997,83.58,206
coasm_bin.562.fa,CAN_3_bin.69.fa,0.9998999999999999,89.62,206
coasm_bin.562.fa,CAN_4_bin.135.fa,1.0,99.87,206
coasm_bin.562.fa,CAN_5_bin.141.fa,1.0,99.82,206
coasm_bin.562.fa,coasm_bin.562.fa,1.0,100.0,206
CAN_1_bin.5.fa,CAN_2_bin.32.fa,0.9997,83.75,206
CAN_1_bin.5.fa,CAN_3_bin.69.fa,0.9998999999999999,89.78,206
CAN_2_bin.32.fa,CAN_3_bin.69.fa,0.9993000000000001,90.84,206
CAN_1_bin.5.fa,CAN_4_bin.135.fa,1.0,99.97,206
CAN_2_bin.32.fa,CAN_4_bin.135.fa,0.9997,96.49,206
CAN_3_bin.69.fa,CAN_4_bin.135.fa,1.0,98.15,206
CAN_1_bin.5.fa,CAN_5_bin.141.fa,1.0,100.0,206
CAN_2_bin.32.fa,CAN_5_bin.141.fa,0.9997,96.5,206
CAN_3_bin.69.fa,CAN_5_bin.141.fa,1.0,98.16,206
CAN_4_bin.135.fa,CAN_5_bin.141.fa,1.0,100.0,206
CAN_1_bin.5.fa,coasm_bin.562.fa,1.0,100.0,206
CAN_2_bin.32.fa,coasm_bin.562.fa,0.9997,96.48,206
CAN_3_bin.69.fa,coasm_bin.562.fa,0.9998999999999999,98.14,206
CAN_4_bin.135.fa,coasm_bin.562.fa,1.0,100.0,206
CAN_5_bin.141.fa,coasm_bin.562.fa,1.0,99.95,206
CAN_1_bin.60.fa,CAN_1_bin.60.fa,1.0,100.0,123
CAN_3_bin.183.fa,CAN_1_bin.60.fa,0.9869,73.01,123
CAN_3_bin.183.fa,CAN_3_bin.183.fa,1.0,100.0,123
CAN_4_bin.240.fa,CAN_1_bin.60.fa,0.9682,54.66,123
CAN_4_bin.240.fa,CAN_3_bin.183.fa,0.9697,55.39,123
CAN_4_bin.240.fa,CAN_4_bin.240.fa,1.0,100.0,123
coasm_bin.203.fa,CAN_1_bin.60.fa,0.9914000000000001,67.99,123
coasm_bin.203.fa,CAN_3_bin.183.fa,0.9925,68.68,123
coasm_bin.203.fa,CAN_4_bin.240.fa,0.9745,48.29,123
coasm_bin.203.fa,coasm_bin.203.fa,1.0,100.0,123
CAN_1_bin.60.fa,CAN_3_bin.183.fa,0.9869,74.87,123
CAN_1_bin.60.fa,CAN_4_bin.240.fa,0.9682,52.37,123
CAN_3_bin.183.fa,CAN_4_bin.240.fa,0.9697,51.75,123
CAN_1_bin.60.fa,coasm_bin.203.fa,0.9914000000000001,90.32,123
CAN_3_bin.183.fa,coasm_bin.203.fa,0.9925,88.96,123
CAN_4_bin.240.fa,coasm_bin.203.fa,0.9745,66.95,123
CAN_1_bin.62.fa,CAN_1_bin.62.fa,1.0,100.0,156
CAN_2_bin.125.fa,CAN_1_bin.62.fa,0.9914000000000001,87.11,156
CAN_2_bin.125.fa,CAN_2_bin.125.fa,1.0,100.0,156
CAN_3_bin.91.fa,CAN_1_bin.62.fa,0.9918,86.22,156
CAN_3_bin.91.fa,CAN_2_bin.125.fa,0.9909,88.38,156
CAN_3_bin.91.fa,CAN_3_bin.91.fa,1.0,100.0,156
CAN_1_bin.62.fa,CAN_2_bin.125.fa,0.9914000000000001,86.74,156
CAN_1_bin.62.fa,CAN_3_bin.91.fa,0.9918,88.67,156
CAN_2_bin.125.fa,CAN_3_bin.91.fa,0.9909,91.28,156
CAN_1_bin.68.fa,CAN_1_bin.68.fa,1.0,100.0,235
CAN_2_bin.3.fa,CAN_1_bin.68.fa,0.9997,99.08,235
CAN_2_bin.3.fa,CAN_2_bin.3.fa,1.0,100.0,235
CAN_3_bin.34.fa,CAN_1_bin.68.fa,0.9997,99.34,235
CAN_3_bin.34.fa,CAN_2_bin.3.fa,0.9998999999999999,100.0,235
CAN_3_bin.34.fa,CAN_3_bin.34.fa,1.0,100.0,235
CAN_4_bin.143.fa,CAN_1_bin.68.fa,0.9995,99.55,235
CAN_4_bin.143.fa,CAN_2_bin.3.fa,0.9997,99.96,235
CAN_4_bin.143.fa,CAN_3_bin.34.fa,0.9997,99.95,235
CAN_4_bin.143.fa,CAN_4_bin.143.fa,1.0,100.0,235
coasm_bin.40.fa,CAN_1_bin.68.fa,0.9997,99.36,235
coasm_bin.40.fa,CAN_2_bin.3.fa,0.9998,99.66,235
coasm_bin.40.fa,CAN_3_bin.34.fa,0.9997,99.7,235
coasm_bin.40.fa,CAN_4_bin.143.fa,0.9997,98.72,235
coasm_bin.40.fa,coasm_bin.40.fa,1.0,100.0,235
CAN_1_bin.68.fa,CAN_2_bin.3.fa,0.9997,99.67,235
CAN_1_bin.68.fa,CAN_3_bin.34.fa,0.9997,99.64,235
CAN_2_bin.3.fa,CAN_3_bin.34.fa,0.9998999999999999,99.75,235
CAN_1_bin.68.fa,CAN_4_bin.143.fa,0.9995,98.91,235
CAN_2_bin.3.fa,CAN_4_bin.143.fa,0.9997,98.73,235
CAN_3_bin.34.fa,CAN_4_bin.143.fa,0.9997,99.01,235
CAN_1_bin.68.fa,coasm_bin.40.fa,0.9997,99.79,235
CAN_2_bin.3.fa,coasm_bin.40.fa,0.9998,99.49,235
CAN_3_bin.34.fa,coasm_bin.40.fa,0.9997,99.82,235
CAN_4_bin.143.fa,coasm_bin.40.fa,0.9997,99.78,235
CAN_1_bin.74.fa,CAN_1_bin.74.fa,1.0,100.0,174
CAN_2_bin.48.fa,CAN_1_bin.74.fa,0.9923000000000001,91.05,174
CAN_2_bin.48.fa,CAN_2_bin.48.fa,1.0,100.0,174
CAN_3_bin.177.fa,CAN_1_bin.74.fa,0.9914000000000001,90.4,174
CAN_3_bin.177.fa,CAN_2_bin.48.fa,0.9932,88.5,174
CAN_3_bin.177.fa,CAN_3_bin.177.fa,1.0,100.0,174
CAN_4_bin.231.fa,CAN_1_bin.74.fa,0.988,87.26,174
CAN_4_bin.231.fa,CAN_2_bin.48.fa,0.9884999999999999,86.13,174
CAN_4_bin.231.fa,CAN_3_bin.177.fa,0.988,87.36,174
CAN_4_bin.231.fa,CAN_4_bin.231.fa,1.0,100.0,174
CAN_5_bin.40.fa,CAN_1_bin.74.fa,0.9839,86.7,174
CAN_5_bin.40.fa,CAN_2_bin.48.fa,0.9843999999999999,86.83,174
CAN_5_bin.40.fa,CAN_3_bin.177.fa,0.9834,87.64,174
CAN_5_bin.40.fa,CAN_4_bin.231.fa,0.9917,93.16,174
CAN_5_bin.40.fa,CAN_5_bin.40.fa,1.0,100.0,174
coasm_bin.113.fa,CAN_1_bin.74.fa,0.9914000000000001,85.2,174
coasm_bin.113.fa,CAN_2_bin.48.fa,0.9918,84.52,174
coasm_bin.113.fa,CAN_3_bin.177.fa,0.9932,87.11,174
coasm_bin.113.fa,CAN_4_bin.231.fa,0.9886,84.76,174
coasm_bin.113.fa,CAN_5_bin.40.fa,0.9848,79.87,174
coasm_bin.113.fa,coasm_bin.113.fa,1.0,100.0,174
CAN_1_bin.74.fa,CAN_2_bin.48.fa,0.9923000000000001,87.02,174
CAN_1_bin.74.fa,CAN_3_bin.177.fa,0.9914000000000001,88.88,174
CAN_2_bin.48.fa,CAN_3_bin.177.fa,0.9932,91.03,174
CAN_1_bin.74.fa,CAN_4_bin.231.fa,0.988,86.87,174
CAN_2_bin.48.fa,CAN_4_bin.231.fa,0.9884999999999999,89.71,174
CAN_3_bin.177.fa,CAN_4_bin.231.fa,0.988,88.46,174
CAN_1_bin.74.fa,CAN_5_bin.40.fa,0.9839,79.56,174
CAN_2_bin.48.fa,CAN_5_bin.40.fa,0.9843999999999999,83.37,174
CAN_3_bin.177.fa,CAN_5_bin.40.fa,0.9834,81.81,174
CAN_4_bin.231.fa,CAN_5_bin.40.fa,0.9917,85.88,174
CAN_1_bin.74.fa,coasm_bin.113.fa,0.9914000000000001,87.06,174
CAN_2_bin.48.fa,coasm_bin.113.fa,0.9918,90.36,174
CAN_3_bin.177.fa,coasm_bin.113.fa,0.9932,90.53,174
CAN_4_bin.231.fa,coasm_bin.113.fa,0.9886,87.0,174
CAN_5_bin.40.fa,coasm_bin.113.fa,0.9848,88.93,174
CAN_1_bin.77.fa,CAN_1_bin.77.fa,1.0,100.0,62
CAN_2_bin.27.fa,CAN_1_bin.77.fa,0.9998999999999999,99.77,62
CAN_2_bin.27.fa,CAN_2_bin.27.fa,1.0,100.0,62
CAN_3_bin.193.fa,CAN_1_bin.77.fa,1.0,100.0,62
CAN_3_bin.193.fa,CAN_2_bin.27.fa,1.0,99.9,62
CAN_3_bin.193.fa,CAN_3_bin.193.fa,1.0,100.0,62
CAN_4_bin.211.fa,CAN_1_bin.77.fa,0.9998999999999999,98.65,62
CAN_4_bin.211.fa,CAN_2_bin.27.fa,1.0,98.77,62
CAN_4_bin.211.fa,CAN_3_bin.193.fa,1.0,74.02,62
CAN_4_bin.211.fa,CAN_4_bin.211.fa,1.0,100.0,62
CAN_5_bin.172.fa,CAN_1_bin.77.fa,0.9995,99.12,62
CAN_5_bin.172.fa,CAN_2_bin.27.fa,0.9995,99.03,62
CAN_5_bin.172.fa,CAN_3_bin.193.fa,0.9997,73.53,62
CAN_5_bin.172.fa,CAN_4_bin.211.fa,0.9997,98.45,62
CAN_5_bin.172.fa,CAN_5_bin.172.fa,1.0,100.0,62
coasm_bin.451.fa,CAN_1_bin.77.fa,0.9998,99.71,62
coasm_bin.451.fa,CAN_2_bin.27.fa,0.9998,99.89,62
coasm_bin.451.fa,CAN_3_bin.193.fa,0.9998999999999999,73.93,62
coasm_bin.451.fa,CAN_4_bin.211.fa,0.9998999999999999,98.99,62
coasm_bin.451.fa,CAN_5_bin.172.fa,0.9997,99.79,62
coasm_bin.451.fa,coasm_bin.451.fa,1.0,100.0,62
CAN_1_bin.77.fa,CAN_2_bin.27.fa,0.9998999999999999,98.98,62
CAN_1_bin.77.fa,CAN_3_bin.193.fa,1.0,73.27,62
CAN_2_bin.27.fa,CAN_3_bin.193.fa,1.0,73.79,62
CAN_1_bin.77.fa,CAN_4_bin.211.fa,0.9998999999999999,97.64,62
CAN_2_bin.27.fa,CAN_4_bin.211.fa,1.0,98.55,62
CAN_3_bin.193.fa,CAN_4_bin.211.fa,1.0,100.0,62
CAN_1_bin.77.fa,CAN_5_bin.172.fa,0.9995,98.69,62
CAN_2_bin.27.fa,CAN_5_bin.172.fa,0.9995,99.4,62
CAN_3_bin.193.fa,CAN_5_bin.172.fa,0.9997,99.92,62
CAN_4_bin.211.fa,CAN_5_bin.172.fa,0.9997,99.03,62
CAN_1_bin.77.fa,coasm_bin.451.fa,0.9998,98.65,62
CAN_2_bin.27.fa,coasm_bin.451.fa,0.9998,99.63,62
CAN_3_bin.193.fa,coasm_bin.451.fa,0.9998999999999999,99.82,62
CAN_4_bin.211.fa,coasm_bin.451.fa,0.9998999999999999,98.94,62
CAN_5_bin.172.fa,coasm_bin.451.fa,0.9997,99.16,62
CAN_1_bin.81.fa,CAN_1_bin.81.fa,1.0,100.0,171
coasm_bin.496.fa,CAN_1_bin.81.fa,0.9809,47.5,171
coasm_bin.496.fa,coasm_bin.496.fa,1.0,100.0,171
CAN_1_bin.81.fa,coasm_bin.496.fa,0.9809,76.02,171
CAN_1_bin.82.fa,CAN_1_bin.82.fa,1.0,100.0,259
CAN_2_bin.4.fa,CAN_1_bin.82.fa,0.9984999999999999,89.58,259
CAN_2_bin.4.fa,CAN_2_bin.4.fa,1.0,100.0,259
CAN_3_bin.205.fa,CAN_1_bin.82.fa,0.9990000000000001,89.03,259
CAN_3_bin.205.fa,CAN_2_bin.4.fa,0.9997,96.34,259
CAN_3_bin.205.fa,CAN_3_bin.205.fa,1.0,100.0,259
coasm_bin.234.fa,CAN_1_bin.82.fa,0.9991,89.44,259
coasm_bin.234.fa,CAN_2_bin.4.fa,0.9997,96.46,259
coasm_bin.234.fa,CAN_3_bin.205.fa,0.9998999999999999,99.77,259
coasm_bin.234.fa,coasm_bin.234.fa,1.0,100.0,259
CAN_1_bin.82.fa,CAN_2_bin.4.fa,0.9984999999999999,90.96,259
CAN_1_bin.82.fa,CAN_3_bin.205.fa,0.9990000000000001,92.07,259
CAN_2_bin.4.fa,CAN_3_bin.205.fa,0.9997,98.11,259
CAN_1_bin.82.fa,coasm_bin.234.fa,0.9991,91.99,259
CAN_2_bin.4.fa,coasm_bin.234.fa,0.9997,97.7,259
CAN_3_bin.205.fa,coasm_bin.234.fa,0.9998999999999999,99.23,259
CAN_1_bin.83.fa,CAN_1_bin.83.fa,1.0,100.0,165
CAN_2_bin.51.fa,CAN_1_bin.83.fa,0.9856,59.56,165
CAN_2_bin.51.fa,CAN_2_bin.51.fa,1.0,100.0,165
CAN_3_bin.117.fa,CAN_1_bin.83.fa,0.9906999999999999,64.64,165
CAN_3_bin.117.fa,CAN_2_bin.51.fa,0.9915999999999999,72.55,165
CAN_3_bin.117.fa,CAN_3_bin.117.fa,1.0,100.0,165
coasm_bin.411.fa,CAN_1_bin.83.fa,0.9939,69.12,165
coasm_bin.411.fa,CAN_2_bin.51.fa,0.9962000000000001,77.46,165
coasm_bin.411.fa,CAN_3_bin.117.fa,0.9976,91.86,165
coasm_bin.411.fa,coasm_bin.411.fa,1.0,100.0,165
CAN_1_bin.83.fa,CAN_2_bin.51.fa,0.9856,70.47,165
CAN_1_bin.83.fa,CAN_3_bin.117.fa,0.9906999999999999,82.87,165
CAN_2_bin.51.fa,CAN_3_bin.117.fa,0.9915999999999999,78.61,165
CAN_1_bin.83.fa,coasm_bin.411.fa,0.9939,88.55,165
CAN_2_bin.51.fa,coasm_bin.411.fa,0.9962000000000001,83.87,165
CAN_3_bin.117.fa,coasm_bin.411.fa,0.9976,91.79,165
CAN_1_bin.84.fa,CAN_1_bin.84.fa,1.0,100.0,32
CAN_2_bin.174.fa,CAN_1_bin.84.fa,0.9991,99.03,32
CAN_2_bin.174.fa,CAN_2_bin.174.fa,1.0,100.0,32
CAN_4_bin.221.fa,CAN_1_bin.84.fa,0.9932,91.2,32
CAN_4_bin.221.fa,CAN_2_bin.174.fa,0.9978,41.61,32
CAN_4_bin.221.fa,CAN_4_bin.221.fa,1.0,100.0,32
coasm_bin.504.fa,CAN_1_bin.84.fa,0.9971,95.36,32
coasm_bin.504.fa,CAN_2_bin.174.fa,0.9987,59.73,32
coasm_bin.504.fa,CAN_4_bin.221.fa,0.9973000000000001,66.3,32
coasm_bin.504.fa,coasm_bin.504.fa,1.0,100.0,32
CAN_1_bin.84.fa,CAN_2_bin.174.fa,0.9991,65.35,32
CAN_1_bin.84.fa,CAN_4_bin.221.fa,0.9932,60.0,32
CAN_2_bin.174.fa,CAN_4_bin.221.fa,0.9978,41.48,32
CAN_1_bin.84.fa,coasm_bin.504.fa,0.9971,86.69,32
CAN_2_bin.174.fa,coasm_bin.504.fa,0.9987,82.29,32
CAN_4_bin.221.fa,coasm_bin.504.fa,0.9973000000000001,91.63,32
CAN_1_bin.88.fa,CAN_1_bin.88.fa,1.0,100.0,180
CAN_2_bin.155.fa,CAN_1_bin.88.fa,0.9945,78.5,180
CAN_2_bin.155.fa,CAN_2_bin.155.fa,1.0,100.0,180
CAN_3_bin.216.fa,CAN_1_bin.88.fa,0.9945,78.58,180
CAN_3_bin.216.fa,CAN_2_bin.155.fa,0.9987,96.96,180
CAN_3_bin.216.fa,CAN_3_bin.216.fa,1.0,100.0,180
coasm_bin.415.fa,CAN_1_bin.88.fa,0.9940000000000001,77.69,180
coasm_bin.415.fa,CAN_2_bin.155.fa,0.9987,97.84,180
coasm_bin.415.fa,CAN_3_bin.216.fa,0.9987999999999999,97.01,180
coasm_bin.415.fa,coasm_bin.415.fa,1.0,100.0,180
CAN_1_bin.88.fa,CAN_2_bin.155.fa,0.9945,75.61,180
CAN_1_bin.88.fa,CAN_3_bin.216.fa,0.9945,75.62,180
CAN_2_bin.155.fa,CAN_3_bin.216.fa,0.9987,96.86,180
CAN_1_bin.88.fa,coasm_bin.415.fa,0.9940000000000001,75.52,180
CAN_2_bin.155.fa,coasm_bin.415.fa,0.9987,98.74,180
CAN_3_bin.216.fa,coasm_bin.415.fa,0.9987999999999999,98.0,180
CAN_1_bin.89.fa,CAN_1_bin.89.fa,1.0,100.0,59
CAN_4_bin.118.fa,CAN_1_bin.89.fa,0.9940000000000001,72.5,59
CAN_4_bin.118.fa,CAN_4_bin.118.fa,1.0,100.0,59
coasm_bin.70.fa,CAN_1_bin.89.fa,0.9991,70.41,59
coasm_bin.70.fa,CAN_4_bin.118.fa,0.9987999999999999,60.88,59
coasm_bin.70.fa,coasm_bin.70.fa,1.0,100.0,59
