MAG	day_1	day_8	day_15	day_22	day_28	day_29	day_38	day_45	day_50	day_64	day_71	day_78	day_86	day_92	day_99	day_106	day_115	day_121	day_127	day_134	day_141	day_147	day_158	day_163	day_172	day_189	day_199	day_206	day_213	day_220	day_227	day_234	day_240	day_248	day_255	day_267	day_275	day_284	day_289	day_295	day_302	day_311	day_318	day_325	day_330	day_338	day_346	day_353	day_358	day_372	day_380	day_386	day_395	day_406	day_415	day_423	day_436	day_445	day_449	day_464	day_480	day_484	day_493	day_500	day_507	day_512	day_522	day_528	day_536	day_541	day_547	day_560	day_570	day_575	day_584
coasm_bin.112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022293	0.018615	0.043516	0.045321	0.027716	0.028404	0.069409	0.021960	0.029969	0.051405	0.039008	0.061964	0.050940	0.016576	0.012472	0.031164	0.017751	0.006109	0.010194	0.005531	0.018639	0.000000	0.006436	0.018554	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003653	0.004256	0.000000	0.008472	0.011790	0.009768	0.010997	0.024564	0.012314	0.033888
coasm_bin.114	0.178755	0.202383	0.156322	0.148047	0.075659	0.098834	0.125119	0.121502	0.101751	0.126500	0.067431	0.028859	0.021449	0.032042	0.035646	0.028739	0.036766	0.036160	0.030087	0.029802	0.029019	0.032521	0.030711	0.023996	0.025639	0.034031	0.026937	0.040213	0.029656	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005097	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
coasm_bin.115	0.025699	0.018427	0.021236	0.019725	0.012723	0.017755	0.018170	0.018345	0.016975	0.019974	0.011238	0.094983	0.090530	0.091095	0.096985	0.093144	0.091115	0.091805	0.101607	0.099657	0.090228	0.090960	0.091930	0.089420	0.082002	0.094487	0.087726	0.085398	0.090654	0.189629	0.191597	0.110760	0.134892	0.196814	0.149898	0.228501	0.266816	0.366779	0.515522	0.332594	0.318128	0.290257	0.351359	0.244743	0.268449	0.306492	0.376949	0.367897	0.453064	0.473934	0.405136	0.260355	0.281036	0.295632	0.265472	0.254737	0.201092	0.244577	0.253572	0.222302	0.246128	0.272002	0.219212	0.218434	0.254880	0.182662	0.174505	0.151205	0.131317	0.159170	0.170940	0.150288	0.143290	0.114928	0.139318
coasm_bin.121	0.000253	0.000312	0.000000	0.000542	0.000135	0.038118	0.040297	0.040924	0.037545	0.062140	0.101146	0.051355	0.043176	0.048435	0.063422	0.065432	0.053350	0.054521	0.050202	0.051252	0.057063	0.044746	0.048609	0.053426	0.053047	0.053049	0.049869	0.052104	0.053525	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.034085	0.025240	0.010980	0.004995	0.000000	0.000000	0.000000	0.000000	0.000000	0.006236	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
coasm_bin.125	0.090137	0.062620	0.054665	0.062969	0.055357	0.040353	0.040387	0.042476	0.042138	0.035953	0.005619	0.058172	0.049583	0.049367	0.056941	0.045674	0.052551	0.054334	0.056219	0.053340	0.057551	0.045235	0.058575	0.050256	0.051279	0.053049	0.056603	0.051887	0.048944	0.052312	0.095799	0.143988	0.067446	0.079956	0.113923	0.128184	0.037230	0.080816	0.118967	0.041574	0.051128	0.075719	0.098820	0.044953	0.051405	0.027863	0.061964	0.096219	0.066302	0.018708	0.049863	0.035503	0.048876	0.071359	0.022123	0.024852	0.017236	0.045054	0.018554	0.012016	0.024012	0.000000	0.011242	0.015983	0.017378	0.007306	0.012769	0.006720	0.008472	0.005895	0.029304	0.043987	0.057316	0.049255	0.030123
coasm_bin.13	0.036966	0.034043	0.047130	0.056358	0.084998	0.057240	0.062604	0.057293	0.056417	0.058885	0.056192	0.072033	0.062118	0.068554	0.076616	0.061326	0.064740	0.067074	0.068941	0.069285	0.057551	0.066508	0.069557	0.069725	0.065204	0.055251	0.071346	0.065940	0.067026	0.032695	0.034214	0.022152	0.005621	0.006150	0.011992	0.016720	0.006205	0.000000	0.005665	0.006929	0.000000	0.006310	0.005490	0.000000	0.017135	0.011145	0.025818	0.005660	0.000000	0.006236	0.000000	0.000000	0.006109	0.000000	0.005531	0.000000	0.005745	0.000000	0.006185	0.000000	0.006003	0.000000	0.000000	0.005328	0.005793	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008188	0.008209	0.000000
coasm_bin.131	0.038486	0.072770	0.044115	0.047362	0.148205	0.069408	0.075557	0.074651	0.075889	0.083594	0.016858	0.083622	0.091923	0.083085	0.079625	0.087756	0.078926	0.083936	0.095418	0.088837	0.074621	0.088515	0.084811	0.072215	0.076918	0.087080	0.086088	0.079993	0.094030	0.085006	0.109484	0.138450	0.084308	0.086106	0.095935	0.105891	0.241996	0.180281	0.322910	0.235588	0.352213	0.271328	0.312929	0.169822	0.182774	0.161605	0.206548	0.181118	0.198906	0.212023	0.230616	0.124260	0.067204	0.096845	0.055307	0.055918	0.057455	0.051490	0.049477	0.090123	0.102053	0.132979	0.202350	0.175812	0.173782	0.160742	0.157480	0.285609	0.080485	0.079585	0.073260	0.051318	0.081880	0.061569	0.033888
coasm_bin.132	0.057982	0.069491	0.047815	0.056574	0.037220	0.069283	0.083023	0.074792	0.057915	0.077380	0.162958	0.189740	0.182731	0.206781	0.197673	0.212461	0.194619	0.214150	0.221609	0.211843	0.201915	0.206860	0.197690	0.195366	0.209978	0.194778	0.203117	0.212090	0.196498	0.052312	0.075270	0.038766	0.022482	0.036903	0.005996	0.011146	0.024820	0.006217	0.005665	0.000000	0.011362	0.000000	0.000000	0.000000	0.000000	0.005573	0.010327	0.000000	0.005525	0.006236	0.006233	0.005917	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006003	0.000000	0.000000	0.000000	0.000000	0.003653	0.000000	0.003360	0.004236	0.000000	0.000000	0.000000	0.004094	0.008209	0.000000
coasm_bin.133	1.017843	1.145117	1.120149	1.097454	1.032699	1.383807	1.634726	1.577968	1.413723	1.464444	2.157788	0.943017	0.689142	0.639531	0.658755	0.649442	0.608833	0.613034	0.620128	0.602309	0.622327	0.634273	0.583103	0.592889	0.614019	0.580932	0.599522	0.629351	0.599139	0.071928	0.075270	0.055380	0.061826	0.043053	0.041971	0.039012	0.043435	0.018650	0.022660	0.145510	0.102255	0.056790	0.065880	0.019979	0.017135	0.022290	0.005164	0.028300	0.005525	0.000000	0.012466	0.023669	0.024438	0.015291	0.011061	0.006213	0.005745	0.000000	0.012369	0.012016	0.018009	0.006044	0.011242	0.005328	0.000000	0.003653	0.008512	0.151205	0.004236	0.005895	0.009768	0.003666	0.012282	0.000000	0.003765
coasm_bin.134	0.022914	0.021394	0.032881	0.040642	0.075524	0.064193	0.061615	0.066043	0.062708	0.065247	0.123623	0.043174	0.051811	0.045455	0.049302	0.045417	0.046357	0.045903	0.049170	0.040812	0.037310	0.044257	0.042304	0.040069	0.037796	0.049846	0.044045	0.047347	0.042434	0.032695	0.061585	0.049842	0.067446	0.061504	0.071951	0.044586	0.068255	0.055949	0.073646	0.041574	0.034085	0.044170	0.043920	0.074921	0.051405	0.039008	0.072292	0.056600	0.082878	0.093540	0.105959	0.124260	0.213832	0.259952	0.309717	0.242311	0.183855	0.173779	0.148432	0.234319	0.138072	0.314313	0.101175	0.111881	0.063720	0.109597	0.063843	0.067202	0.042360	0.029476	0.014652	0.036656	0.008188	0.020523	0.011296
coasm_bin.135	0.002152	0.001405	0.001644	0.001301	0.002030	0.001738	0.001619	0.002681	0.001498	0.002071	0.005619	0.027950	0.030362	0.022355	0.025461	0.022067	0.022979	0.027167	0.033525	0.029043	0.028531	0.024941	0.028067	0.023317	0.022987	0.025223	0.024753	0.020323	0.029656	0.013078	0.006843	0.016614	0.005621	0.012301	0.005996	0.016720	0.062050	0.031083	0.022660	0.020787	0.051128	0.018930	0.010980	0.024974	0.028558	0.061298	0.067128	0.056600	0.049727	0.012472	0.006233	0.005917	0.012219	0.005097	0.016592	0.055918	0.034473	0.019309	0.043293	0.006008	0.006003	0.012089	0.000000	0.005328	0.017378	0.003653	0.004256	0.013440	0.016944	0.056004	0.024420	0.043987	0.012282	0.008209	0.018827
coasm_bin.139	0.070641	0.056998	0.068639	0.066003	0.077554	0.043706	0.081403	0.068018	0.067800	0.072645	0.050573	0.059535	0.052090	0.065760	0.067588	0.069281	0.057946	0.064826	0.069801	0.069285	0.054868	0.058195	0.061422	0.062028	0.055699	0.065460	0.056057	0.063994	0.066544	0.078467	0.095799	0.022152	0.039344	0.018451	0.029980	0.005573	0.037230	0.012433	0.067981	0.062361	0.056808	0.031550	0.054900	0.034963	0.017135	0.039008	0.025818	0.022640	0.027626	0.037416	0.049863	0.011834	0.000000	0.015291	0.011061	0.018639	0.034473	0.006436	0.024739	0.024033	0.006003	0.012089	0.011242	0.010655	0.005793	0.021919	0.012769	0.003360	0.004236	0.002948	0.029304	0.029324	0.008188	0.012314	0.003765
coasm_bin.142	0.001772	0.003123	0.001644	0.003143	0.002842	0.008940	0.007826	0.012136	0.009686	0.005918	0.005619	0.105436	0.106408	0.106930	0.100688	0.114185	0.110097	0.102672	0.108140	0.112375	0.120710	0.114922	0.123048	0.108889	0.116482	0.119710	0.120851	0.108315	0.107049	0.268097	0.260025	0.332281	0.331610	0.215265	0.293800	0.345539	0.279226	0.217581	0.288919	0.256375	0.386298	0.574205	0.477628	0.509465	0.514051	0.523823	0.294330	0.299977	0.232057	0.205787	0.236849	0.159763	0.109971	0.096845	0.127205	0.242311	0.603275	0.675806	0.692684	0.540735	0.384200	0.453337	0.427182	0.415557	0.330186	0.354364	0.208555	0.181446	0.080485	0.106113	0.097680	0.069646	0.028658	0.036941	0.056480
coasm_bin.15	0.002152	0.003123	0.003151	0.003685	0.010557	0.008816	0.010884	0.006774	0.008587	0.008285	0.000000	0.035448	0.039555	0.044709	0.041896	0.044648	0.048155	0.047214	0.046591	0.040812	0.042431	0.042057	0.047389	0.046634	0.043322	0.045241	0.040587	0.047131	0.041711	0.071928	0.041057	0.060918	0.067446	0.043053	0.047967	0.027866	0.024820	0.037300	0.045321	0.013858	0.045447	0.031550	0.065880	0.019979	0.022847	0.016718	0.030982	0.067919	0.055252	0.068596	0.031164	0.023669	0.012219	0.005097	0.022123	0.006213	0.017236	0.000000	0.000000	0.006008	0.000000	0.006044	0.000000	0.000000	0.000000	0.003653	0.000000	0.000000	0.004236	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
coasm_bin.150	0.065071	0.099005	0.054939	0.079117	0.104759	0.081203	0.106499	0.096947	0.095060	0.111705	0.016858	0.169970	0.154319	0.152198	0.182396	0.167557	0.157453	0.156818	0.166766	0.156224	0.154850	0.169205	0.155996	0.137865	0.165330	0.145733	0.168354	0.159121	0.165878	0.091545	0.198440	0.227059	0.207959	0.246018	0.389735	0.217355	0.173740	0.111899	0.158622	0.401885	0.295404	0.321807	0.252539	0.194795	0.165639	0.206186	0.170402	0.152819	0.204431	0.149663	0.268013	0.343195	0.158847	0.152913	0.049776	0.031066	0.120655	0.045054	0.111324	0.054074	0.060031	0.036267	0.061829	0.037294	0.104269	0.186315	0.289423	0.268808	0.334647	0.424453	0.385836	0.524174	0.593630	0.521282	0.534679
coasm_bin.153	0.022788	0.027484	0.019181	0.029371	0.029235	0.027440	0.031122	0.028788	0.021169	0.023229	0.033715	0.027950	0.021727	0.020306	0.028702	0.021297	0.027574	0.024919	0.023897	0.027714	0.025849	0.032276	0.022982	0.028524	0.025197	0.023221	0.027665	0.028538	0.024351	0.052312	0.068428	0.044304	0.022482	0.030752	0.017988	0.011146	0.037230	0.031083	0.033990	0.013858	0.022723	0.031550	0.010980	0.019979	0.017135	0.000000	0.025818	0.022640	0.038676	0.006236	0.018699	0.005917	0.006109	0.005097	0.005531	0.037279	0.045964	0.090107	0.055662	0.078106	0.060031	0.060445	0.061829	0.090570	0.081098	0.047492	0.068100	0.023521	0.029652	0.020633	0.019536	0.003666	0.008188	0.012314	0.015061
coasm_bin.156	0.005064	0.006090	0.004247	0.002818	0.005955	0.004718	0.003238	0.007903	0.005592	0.010357	0.011238	0.137021	0.116714	0.127794	0.123835	0.122139	0.131477	0.135085	0.141493	0.130598	0.114857	0.124214	0.124878	0.123604	0.119798	0.129919	0.126675	0.124962	0.123926	0.542732	0.444779	0.337819	0.455261	0.405929	0.401727	0.590760	0.459171	0.348129	0.832767	0.547395	0.477191	0.782433	0.532528	0.369612	0.399817	0.334355	0.557678	0.549015	0.359136	0.386630	0.274246	0.118343	0.073314	0.020388	0.044245	0.018639	0.000000	0.032181	0.049477	0.006008	0.030016	0.054400	0.028104	0.047949	0.023171	0.069411	0.012769	0.020161	0.016944	0.020633	0.004884	0.029324	0.077786	0.106719	0.075307
coasm_bin.161	0.009621	0.005153	0.002055	0.002926	0.004331	0.002732	0.005937	0.003105	0.002496	0.003551	0.005619	0.027268	0.023956	0.034277	0.034720	0.029252	0.030172	0.031289	0.028883	0.029802	0.025117	0.021517	0.033152	0.038258	0.025197	0.030228	0.041133	0.033294	0.029173	0.039234	0.034214	0.011076	0.033723	0.000000	0.005996	0.022293	0.018615	0.031083	0.016995	0.020787	0.005681	0.000000	0.005490	0.009990	0.000000	0.016718	0.000000	0.000000	0.005525	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004884	0.000000	0.000000	0.000000	0.000000
coasm_bin.171	0.187617	0.301232	0.165638	0.169181	0.361512	0.256523	0.261211	0.285903	0.230761	0.282147	0.033715	0.130659	0.130642	0.127235	0.136103	0.135739	0.134874	0.129464	0.128771	0.134015	0.124124	0.122991	0.135047	0.121113	0.138806	0.139928	0.133955	0.132745	0.128990	0.026156	0.047899	0.022152	0.039344	0.006150	0.029980	0.016720	0.006205	0.000000	0.005665	0.013858	0.028404	0.031550	0.005490	0.024974	0.011423	0.011145	0.010327	0.016980	0.005525	0.006236	0.006233	0.005917	0.000000	0.015291	0.000000	0.006213	0.005745	0.000000	0.000000	0.000000	0.006003	0.006044	0.005621	0.005328	0.005793	0.000000	0.004256	0.016801	0.004236	0.005895	0.004884	0.000000	0.000000	0.024628	0.018827
coasm_bin.178	0.003798	0.002811	0.004110	0.004985	0.003654	0.005960	0.005127	0.005504	0.004793	0.005770	0.011238	0.012498	0.010028	0.015835	0.008333	0.010777	0.011989	0.010679	0.011863	0.013288	0.013656	0.012959	0.014847	0.016979	0.014367	0.014013	0.011102	0.011242	0.008680	0.052312	0.054742	0.022152	0.044964	0.061504	0.035976	0.044586	0.037230	0.037300	0.090641	0.048503	0.079532	0.012620	0.043920	0.024974	0.011423	0.011145	0.025818	0.045280	0.066302	0.031180	0.037397	0.041420	0.061095	0.117233	0.110613	0.080770	0.109164	0.038617	0.049477	0.066090	0.054028	0.084623	0.281041	0.186468	0.191160	0.372630	0.502235	0.524176	0.622697	0.498143	0.385836	0.373887	0.331614	0.389936	0.327585
coasm_bin.181	0.071781	0.109936	0.088916	0.082044	0.070922	0.075367	0.085541	0.079308	0.070696	0.074273	0.011238	0.049991	0.056825	0.051043	0.060876	0.048753	0.044558	0.047964	0.047795	0.054289	0.047552	0.046213	0.049219	0.043918	0.034923	0.046443	0.050597	0.038699	0.045568	0.006539	0.212125	0.110760	0.073067	0.104557	0.083943	0.083598	0.024820	0.024866	0.016995	0.582040	0.284042	0.145129	0.175679	0.164827	0.108522	0.128169	0.056801	0.113199	0.082878	0.074832	0.124657	0.065089	0.061095	0.096845	0.055307	0.068344	0.091928	0.109416	0.055662	0.114155	0.054028	0.018133	0.039346	0.069259	0.110062	0.142476	0.068100	0.084003	0.055068	0.041266	0.063492	0.051318	0.085974	0.032837	0.026357
coasm_bin.183	0.018863	0.019051	0.007535	0.010188	0.006497	0.009809	0.013852	0.011148	0.010884	0.011392	0.016858	0.034767	0.038998	0.033346	0.043284	0.033871	0.042361	0.036722	0.037995	0.038154	0.030726	0.034477	0.031321	0.034183	0.033817	0.035032	0.031669	0.040429	0.028450	0.019617	0.020528	0.005538	0.005621	0.006150	0.000000	0.000000	0.000000	0.000000	0.000000	0.013858	0.028404	0.018930	0.027450	0.009990	0.017135	0.005573	0.005164	0.005660	0.000000	0.006236	0.006233	0.000000	0.000000	0.000000	0.000000	0.000000	0.011491	0.000000	0.000000	0.006008	0.000000	0.006044	0.000000	0.005328	0.005793	0.000000	0.000000	0.332650	0.008472	0.002948	0.000000	0.003666	0.004094	0.000000	0.000000
coasm_bin.185	0.080896	0.073707	0.045485	0.072398	0.059959	0.077975	0.084012	0.089468	0.090267	0.085517	0.309058	0.928928	0.879673	0.929210	0.949709	0.948376	0.977489	0.966952	0.997156	0.965061	0.994211	0.974639	0.971160	0.925894	0.984464	0.932454	0.940597	0.976780	0.999368	2.733277	2.791843	3.300659	3.377923	3.518052	4.622856	5.991194	6.298089	7.478553	5.693406	2.764690	1.772425	2.019182	2.530881	2.162729	0.645419	1.967122	1.822782	1.992302	2.292944	2.799950	2.362254	2.177515	1.056940	0.647332	1.095072	1.025163	0.976731	0.753041	0.723607	0.985340	1.698883	1.734768	1.219718	1.385189	8.318369	1.264019	1.532241	2.607439	4.155547	5.311560	4.322344	5.157436	3.889298	2.495588	3.211838
coasm_bin.188	0.002152	0.003592	0.003288	0.004769	0.007579	0.005463	0.005217	0.004516	0.006490	0.005326	0.005619	0.005454	0.006964	0.005775	0.006713	0.006928	0.006394	0.010117	0.007565	0.004556	0.007560	0.007091	0.004068	0.004075	0.003979	0.007006	0.004368	0.006918	0.006992	0.006539	0.123170	0.027690	0.022482	0.024602	0.017988	0.022293	0.037230	0.012433	0.022660	0.450388	0.346532	0.201918	0.126270	0.179811	0.119945	0.133742	0.123929	0.062259	0.071827	0.180843	0.112191	0.059172	0.067204	0.035680	0.038715	0.062131	0.017236	0.012872	0.012369	0.018025	0.036019	0.012089	0.016862	0.037294	0.046342	0.087678	0.038306	0.087363	0.067777	0.094323	0.107448	0.065980	0.102350	0.106719	0.116726
coasm_bin.196	0.032156	0.029046	0.037813	0.038150	0.050891	0.031041	0.039577	0.036408	0.041938	0.041279	0.044954	0.038402	0.039833	0.048621	0.043747	0.044391	0.049354	0.043280	0.049342	0.043849	0.049747	0.039367	0.038643	0.043239	0.043543	0.049245	0.043681	0.040213	0.046292	0.039234	0.150541	0.044304	0.073067	0.036903	0.053963	0.016720	0.037230	0.043516	0.050986	0.207871	0.210191	0.100959	0.087840	0.049948	0.045693	0.044581	0.082619	0.045280	0.033151	0.037416	0.012466	0.053254	0.048876	0.127427	0.049776	0.080770	0.080437	0.083671	0.142248	0.102139	0.108056	0.096712	0.168625	0.101225	0.115855	0.087678	0.110662	0.053762	0.067777	0.064847	0.068376	0.051318	0.077786	0.065673	0.082838
coasm_bin.2	0.034055	0.031700	0.030552	0.034140	0.040198	0.034145	0.037599	0.029776	0.034849	0.031070	0.056192	0.052945	0.050418	0.046572	0.048608	0.057221	0.056347	0.055083	0.048654	0.048215	0.047796	0.050370	0.053693	0.052294	0.059457	0.051847	0.042407	0.047347	0.048462	0.058850	0.164226	0.227059	0.179856	0.116858	0.089939	0.055732	0.055845	0.062166	0.039656	0.062361	0.017043	0.025240	0.038430	0.044953	0.017135	0.033435	0.077455	0.022640	0.044201	0.056124	0.037397	0.071006	0.061095	0.071359	0.116144	0.105623	0.091928	0.096544	0.068031	0.054074	0.114059	0.132979	0.174245	0.170485	0.092684	0.197275	0.174505	0.124324	0.093193	0.135589	0.136752	0.051318	0.073692	0.110824	0.090368
coasm_bin.201	0.026839	0.020925	0.010686	0.012139	0.015159	0.010306	0.020778	0.014112	0.012182	0.013316	0.000000	0.032949	0.039555	0.032601	0.024304	0.030278	0.037165	0.035411	0.035588	0.025626	0.030482	0.035699	0.030304	0.028977	0.038901	0.034832	0.032579	0.033294	0.030861	0.039234	0.027371	0.005538	0.016862	0.012301	0.053963	0.066878	0.130305	0.043516	0.096306	0.069290	0.136340	0.113579	0.087840	0.124869	0.142792	0.100306	0.010327	0.050940	0.044201	0.068596	0.074794	0.053254	0.024438	0.035680	0.071899	0.068344	0.109164	0.180215	0.105139	0.072098	0.048025	0.042311	0.044967	0.058604	0.081098	0.029226	0.008512	0.030241	0.016944	0.008843	0.024420	0.010997	0.016376	0.020523	0.011296
coasm_bin.202	0.047727	0.044974	0.043293	0.034682	0.026663	0.032158	0.027974	0.025119	0.024065	0.028999	0.050573	0.039084	0.036212	0.034091	0.035646	0.027712	0.030971	0.026979	0.031978	0.024867	0.031945	0.037655	0.030914	0.038485	0.031607	0.032430	0.035309	0.034592	0.031584	0.026156	0.020528	0.011076	0.011241	0.030752	0.029980	0.011146	0.024820	0.012433	0.062316	0.013858	0.011362	0.056790	0.032940	0.019979	0.017135	0.033435	0.020655	0.028300	0.027626	0.049888	0.006233	0.035503	0.036657	0.035680	0.038715	0.055918	0.068946	0.128725	0.037108	0.108147	0.204106	0.223646	0.354112	0.484816	0.318600	0.336098	0.383060	0.403212	0.266870	0.247598	0.185592	0.117298	0.090068	0.077987	0.041419
coasm_bin.203	0.033422	0.030295	0.027675	0.024819	0.030182	0.028185	0.034900	0.026671	0.024464	0.032254	0.073050	0.088394	0.101394	0.097057	0.086800	0.086216	0.096710	0.088620	0.096621	0.093203	0.082424	0.085091	0.087862	0.101871	0.085538	0.079273	0.087362	0.085398	0.085591	0.124240	0.164226	0.199369	0.174236	0.141460	0.119918	0.089171	0.086870	0.049733	0.067981	0.110865	0.073851	0.063099	0.054900	0.079916	0.085675	0.039008	0.061964	0.028300	0.027626	0.037416	0.024931	0.041420	0.067204	0.081554	0.055307	0.093197	0.028727	0.038617	0.024739	0.042057	0.030016	0.048356	0.134900	0.063932	0.069513	0.138823	0.148968	0.131044	0.139789	0.141484	0.078144	0.069646	0.057316	0.069778	0.030123
coasm_bin.206	0.002912	0.004216	0.001644	0.004552	0.000000	0.005463	0.004048	0.003810	0.004493	0.004143	0.005619	0.025677	0.026741	0.018629	0.039812	0.027969	0.024177	0.033912	0.026820	0.024487	0.022679	0.022740	0.023186	0.024902	0.025860	0.024022	0.021476	0.027673	0.021699	0.000000	0.006843	0.011076	0.000000	0.006150	0.000000	0.000000	0.000000	0.000000	0.005665	0.000000	0.000000	0.018930	0.010980	0.004995	0.000000	0.039008	0.025818	0.005660	0.011050	0.006236	0.000000	0.000000	0.000000	0.000000	0.000000	0.006213	0.149382	0.122289	0.068031	0.036049	0.000000	0.000000	0.005621	0.005328	0.000000	0.007306	0.004256	0.000000	0.000000	0.000000	0.009768	0.032990	0.012282	0.000000	0.003765
coasm_bin.207	0.143815	0.163967	0.141663	0.163003	0.262438	0.175940	0.203374	0.183875	0.156071	0.167335	0.022477	0.146792	0.141784	0.156483	0.172211	0.161398	0.157054	0.142579	0.141665	0.152808	0.144852	0.146709	0.143793	0.158466	0.138585	0.144132	0.141963	0.147231	0.162503	0.085006	0.437936	0.487346	0.376574	0.350575	0.311788	0.195062	0.080665	0.111899	0.045321	1.261086	1.431574	0.820293	0.752127	0.304680	0.302719	0.211758	0.242693	0.226398	0.209956	0.193315	0.236849	0.236686	0.201613	0.280340	0.193573	0.242311	0.218328	0.180215	0.166986	0.222302	0.138072	0.193424	0.174245	0.165157	0.162197	0.157089	0.097893	0.080642	0.076249	0.141484	0.190476	0.304241	0.253828	0.262693	0.203329
coasm_bin.208	0.064185	0.137889	0.059597	0.061885	0.035732	0.071518	0.091298	0.087210	0.084875	0.085665	0.011238	0.069533	0.095823	0.082340	0.086106	0.079031	0.078127	0.074006	0.059314	0.074790	0.066086	0.066508	0.074642	0.066556	0.071834	0.080474	0.070618	0.067670	0.063651	0.013078	0.068428	0.022152	0.028103	0.012301	0.005996	0.005573	0.024820	0.006217	0.016995	0.013858	0.005681	0.000000	0.016470	0.009990	0.005712	0.000000	0.005164	0.011320	0.016576	0.006236	0.031164	0.035503	0.073314	0.010194	0.005531	0.012426	0.022982	0.025745	0.006185	0.012016	0.030016	0.018133	0.022483	0.015983	0.017378	0.010960	0.012769	0.010080	0.000000	0.008843	0.004884	0.000000	0.004094	0.000000	0.007531
coasm_bin.209	0.004937	0.004529	0.004658	0.003902	0.002707	0.003104	0.002609	0.002399	0.003295	0.001036	0.011238	0.025677	0.045404	0.032601	0.039581	0.024890	0.034168	0.029228	0.026476	0.030941	0.023898	0.030564	0.031525	0.027392	0.032712	0.025623	0.035127	0.031565	0.034237	0.000000	0.013686	0.000000	0.011241	0.000000	0.023984	0.005573	0.000000	0.006217	0.000000	0.000000	0.000000	0.000000	0.010980	0.004995	0.005712	0.011145	0.000000	0.000000	0.011050	0.000000	0.000000	0.005917	0.006109	0.005097	0.000000	0.012426	0.040218	0.006436	0.006185	0.006008	0.000000	0.006044	0.000000	0.005328	0.000000	0.018266	0.140455	0.094083	0.254162	0.215174	0.166056	0.223599	0.110538	0.131347	0.105430
coasm_bin.214	0.001013	0.000625	0.000000	0.000542	0.000947	0.000993	0.001349	0.000423	0.000999	0.000148	0.000000	0.000227	0.000279	0.000373	0.001389	0.000257	0.000599	0.000187	0.000344	0.000569	0.001707	0.000734	0.000203	0.001585	0.000884	0.000000	0.000000	0.000432	0.000964	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.012620	0.000000	0.000000	0.000000	0.000000	0.000000	0.005660	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
coasm_bin.215	0.065704	0.058404	0.066036	0.083019	0.091224	0.114355	0.104880	0.124324	0.112934	0.116587	0.309058	0.232914	0.225350	0.230626	0.247438	0.254542	0.252764	0.255930	0.268029	0.250756	0.243615	0.234735	0.262976	0.247886	0.242469	0.259237	0.247526	0.261815	0.264489	0.202707	0.184754	0.215983	0.089928	0.135310	0.101931	0.105891	0.186150	0.087032	0.169952	0.131652	0.113617	0.170369	0.214109	0.129864	0.137080	0.139315	0.139420	0.209418	0.132604	0.081068	0.124657	0.053254	0.079423	0.091748	0.094021	0.049705	0.097673	0.102980	0.049477	0.096131	0.012006	0.054400	0.044967	0.069259	0.052135	0.007306	0.012769	0.013440	0.029652	0.008843	0.024420	0.010997	0.004094	0.000000	0.000000
