organism,module,peak_phase,in_prev_top10,panel,vector,vector_main_phase,projection,cosine,abs_CAP,proj_rank,is_best_driver
Rurimicrobium,M6,IV,False,environment,C/N,II,-0.0929,-0.3972,0.234,130,False
Devosia,M6,V,False,environment,C/N,II,-0.1045,-0.974,0.1073,131,False
Polyangia,M6,V,False,environment,C/N,II,-0.1052,-0.629,0.1673,132,False
Spirochaetota,M6,V,False,environment,C/N,II,-0.1189,-0.6877,0.1729,133,False
Microbacterium,M6,V,False,environment,C/N,II,-0.121,-0.8414,0.1438,134,False
Exiguobacterium,M6,V,False,environment,C/N,II,-0.1254,-0.8158,0.1537,135,False
Bacteroidales,M6,V,False,environment,C/N,II,-0.1312,-0.4549,0.2885,136,False
Myxococcaceae,M6,V,False,environment,C/N,II,-0.1377,-0.7908,0.1742,137,False
Rhodocyclaceae,M6,V,False,environment,C/N,II,-0.1378,-0.511,0.2697,138,False
Desulfobulbus,M6,V,False,environment,C/N,II,-0.1431,-0.6291,0.2275,139,False
Victivallales,M6,V,False,environment,C/N,II,-0.1443,-0.6604,0.2185,140,False
Devosiaceae,M6,V,False,environment,C/N,II,-0.1535,-0.8012,0.1915,141,False
Gracilibacteria,M9,V,False,environment,C/N,II,-0.1635,-0.3888,0.4204,142,False
Terrimonas,M9,V,False,environment,C/N,II,-0.1651,-0.4345,0.38,143,False
Hyphomicrobium,M6,V,False,environment,C/N,II,-0.1745,-0.8931,0.1954,144,False
Paracoccus,M9,V,False,environment,C/N,II,-0.1752,-0.5251,0.3337,145,False
Ca_Leptovillus,M9,IV,True,environment,C/N,II,-0.1831,-0.3405,0.5377,146,False
Holophagae,M6,V,True,environment,C/N,II,-0.1888,-0.845,0.2235,147,False
Ca_Caldilinea,M9,IV,True,environment,C/N,II,-0.1909,-0.4341,0.4397,148,False
Anaerolineaceae,M9,IV,False,environment,C/N,II,-0.1946,-0.4012,0.4849,149,False
Ca_Accumulibacter,M9,V,True,environment,C/N,II,-0.2021,-0.3985,0.5073,150,False
Phaeodactylibacter,M9,V,False,environment,C/N,II,-0.2201,-0.5066,0.4344,151,False
Xanthobacter,M9,V,False,environment,C/N,II,-0.2204,-0.551,0.4001,152,False
Micavibrionales,M9,V,False,environment,C/N,II,-0.2218,-0.6124,0.3622,153,False
Ca_Villigracilis,M9,IV,False,environment,C/N,II,-0.2249,-0.4144,0.5427,154,False
Azoarcus,M8,V,False,environment,C/N,II,-0.2278,-0.8341,0.2731,155,False
Herpetosiphon,M8,V,False,environment,C/N,II,-0.2278,-0.8131,0.2802,156,False
Lacihabitans,M8,V,False,environment,C/N,II,-0.2373,-0.8071,0.2941,157,False
Terrimicrobium,M9,IV,False,environment,C/N,II,-0.243,-0.5311,0.4576,158,False
Rhodospirillales,M8,V,False,environment,C/N,II,-0.247,-0.7947,0.3108,159,False
Microtrichaceae,M8,V,False,environment,C/N,II,-0.2601,-0.7623,0.3412,160,False
Anaerolineae,M9,V,False,environment,C/N,II,-0.2604,-0.5755,0.4526,161,False
Phreatobacter,M9,V,False,environment,C/N,II,-0.2634,-0.6132,0.4296,162,False
Bacteroidia,M8,V,False,environment,C/N,II,-0.2644,-0.8802,0.3004,163,False
Pirellulaceae,M9,V,False,environment,C/N,II,-0.2689,-0.5915,0.4546,164,False
Millisia,M9,V,False,environment,C/N,II,-0.279,-0.6856,0.407,165,False
Rhodothermaceae,M9,V,True,environment,C/N,II,-0.2847,-0.6584,0.4324,166,False
Mesorhizobium,M9,V,False,environment,C/N,II,-0.2865,-0.6776,0.4228,167,False
Novosphingobium,M8,V,False,environment,C/N,II,-0.3046,-0.8046,0.3786,168,False
Rhizobiales,M8,V,True,environment,C/N,II,-0.3121,-0.7536,0.4141,169,False
Pleomorphomonadaceae,M8,V,False,environment,C/N,II,-0.3127,-0.7517,0.416,170,False
Edaphobaculum,M8,V,False,environment,C/N,II,-0.3185,-0.8567,0.3718,171,False
Persicitalea,M9,V,False,environment,C/N,II,-0.3213,-0.6947,0.4625,172,False
Rhodobacteraceae,M9,V,False,environment,C/N,II,-0.3248,-0.5959,0.545,173,False
Hungateiclostridiaceae,M8,V,False,environment,C/N,II,-0.3291,-0.7873,0.4179,174,False
Ca_Sarcinithrix,M9,V,True,environment,C/N,II,-0.337,-0.6631,0.5082,175,False
Defluviimonas,M8,V,False,environment,C/N,II,-0.34,-0.7835,0.4339,176,False
Rhodoplanes,M9,V,True,environment,C/N,II,-0.3498,-0.6675,0.524,178,False
alphaI_cluster,M9,V,True,environment,C/N,II,-0.3498,-0.749,0.467,177,False
Leadbetterella,M9,V,False,environment,C/N,II,-0.3684,-0.7057,0.5221,179,False
Thauera,M1,I,True,environment,DO avg,I,0.6181,0.979,0.6314,1,False
Flavobacterium,M1,I,False,environment,DO avg,I,0.6113,0.978,0.6251,2,False
Sutterellaceae,M1,I,False,environment,DO avg,I,0.5877,0.9872,0.5954,3,False
Cloacibacterium,M1,I,True,environment,DO avg,I,0.5868,0.9792,0.5992,4,False
Kapabacteriales,M1,I,False,environment,DO avg,I,0.5822,0.9838,0.5918,5,False
Inhella,M1,I,False,environment,DO avg,I,0.5819,0.9765,0.5959,6,False
Aminobacter,M1,I,False,environment,DO avg,I,0.5817,0.9745,0.5969,7,False
Chelatococcus_asaccharovorans,M1,I,False,environment,DO avg,I,0.5722,0.9531,0.6004,8,False
Gemmobacter,M1,I,True,environment,DO avg,I,0.5685,0.9599,0.5922,9,False
Stenotrophomonas,M1,I,False,environment,DO avg,I,0.5685,0.9873,0.5758,10,False
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,M1,I,False,environment,DO avg,I,0.5657,0.9836,0.5752,11,False
Xanthobacteraceae,M1,I,False,environment,DO avg,I,0.564,0.9718,0.5804,12,False
Niabella,M1,I,False,environment,DO avg,I,0.5625,0.9788,0.5746,13,False
Flavitalea,M1,I,False,environment,DO avg,I,0.5609,0.9513,0.5897,14,False
Sediminibacterium,M1,I,True,environment,DO avg,I,0.5605,0.9893,0.5666,15,False
Pannonibacter,M1,II,False,environment,DO avg,I,0.5525,0.9613,0.5747,16,False
Zoogloea,M1,I,True,environment,DO avg,I,0.5453,0.9822,0.5552,17,False
Taibaiella,M1,I,False,environment,DO avg,I,0.5402,0.9414,0.5738,18,False
Sphingopyxis,M1,I,False,environment,DO avg,I,0.5373,0.9799,0.5484,19,False
Niveibacterium,M1,I,False,environment,DO avg,I,0.5155,0.949,0.5432,20,False
Chitinophagaceae,M2,I,False,environment,DO avg,I,0.4962,0.9306,0.5332,21,False
Arenimonas,M2,II,False,environment,DO avg,I,0.4796,0.8606,0.5573,22,False
Planctomycetota,M2,II,False,environment,DO avg,I,0.47,0.9047,0.5195,23,False
Bosea,M2,II,False,environment,DO avg,I,0.4501,0.938,0.4798,24,False
Lentimicrobium,M2,I,False,environment,DO avg,I,0.4494,0.9706,0.463,25,False
Shinella,M2,II,False,environment,DO avg,I,0.4469,0.9361,0.4774,26,False
Aurantisolimonas,M2,II,False,environment,DO avg,I,0.4424,0.907,0.4878,27,False
Chryseobacterium,M2,I,False,environment,DO avg,I,0.4277,0.9896,0.4322,28,False
Pseudoxanthomonas,M2,I,True,environment,DO avg,I,0.4255,0.9339,0.4557,29,False
Defluviicoccus,M2,II,False,environment,DO avg,I,0.4003,0.8555,0.4679,30,False
Pseudofulvimonas,M2,II,False,environment,DO avg,I,0.3973,0.9127,0.4353,31,False
Brevundimonas,M2,I,False,environment,DO avg,I,0.3588,0.9803,0.366,32,False
Gammaproteobacteria,M2,II,False,environment,DO avg,I,0.3528,0.8624,0.4091,33,False
Ca_Bealeia,M2,II,False,environment,DO avg,I,0.3308,0.8877,0.3727,34,False
Bacteria,M2,I,False,environment,DO avg,I,0.3126,0.971,0.3219,35,False
Puniceicoccaceae,M2,II,False,environment,DO avg,I,0.295,0.9258,0.3187,36,False
Phycisphaeraceae,M2,I,False,environment,DO avg,I,0.2816,0.888,0.3171,37,False
Holophagaceae,M2,I,False,environment,DO avg,I,0.2681,0.9146,0.2931,38,True
Runella,M2,III,False,environment,DO avg,I,0.2592,0.8172,0.3171,39,False
Fusibacter,M2,II,False,environment,DO avg,I,0.2108,0.8248,0.2556,40,False
Ca_Competibacter,M3,II,True,environment,DO avg,I,0.1918,0.6607,0.2903,41,False
Azospira,M3,II,True,environment,DO avg,I,0.1712,0.5909,0.2898,42,False
Luteimonas,M3,I,False,environment,DO avg,I,0.1701,0.9995,0.1702,43,True
Desulfuromonadia,M3,II,False,environment,DO avg,I,0.1687,0.6856,0.246,44,False
Chthoniobacteraceae,M3,III,False,environment,DO avg,I,0.1602,0.5598,0.2862,45,False
Parcubacteria,M3,II,False,environment,DO avg,I,0.1586,0.5914,0.2682,46,False
Microscillaceae,M3,III,False,environment,DO avg,I,0.1468,0.5055,0.2903,47,False
Bryobacter,M3,III,False,environment,DO avg,I,0.1387,0.4806,0.2885,48,False
Denitromonas,M3,I,False,environment,DO avg,I,0.1333,0.9712,0.1373,49,False
Bdellovibrio,M3,II,False,environment,DO avg,I,0.1081,0.6906,0.1565,50,False
Aquimonas,M3,III,False,environment,DO avg,I,0.1061,0.4569,0.2322,51,False
Leptonema,M3,II,False,environment,DO avg,I,0.099,0.4815,0.2056,52,False
Hydrogenophaga,M3,III,True,environment,DO avg,I,0.0667,0.6337,0.1053,53,False
Ca_Flexifilum,M3,III,False,environment,DO avg,I,0.0659,0.3492,0.1887,54,False
Blastopirellula,M3,III,False,environment,DO avg,I,0.0519,0.3113,0.1666,55,False
Dokdonella,M3,IV,True,environment,DO avg,I,0.0457,0.4213,0.1084,56,False
Planococcus,M4,II,False,environment,DO avg,I,0.0442,0.9912,0.0446,57,False
Dechlorobacter,M4,I,False,environment,DO avg,I,0.0394,0.9894,0.0398,58,False
Oligoflexia,M3,II,False,environment,DO avg,I,0.0322,0.3054,0.1055,59,False
Cephaloticoccus,M3,III,False,environment,DO avg,I,0.0315,0.1398,0.2253,60,False
Beijerinckiaceae,M4,II,False,environment,DO avg,I,0.0139,0.9267,0.015,61,True
Sandaracinaceae,M3,III,False,environment,DO avg,I,0.0099,0.0767,0.1291,62,False
Elusimicrobia,M3,III,False,environment,DO avg,I,0.0061,0.0409,0.1505,63,False
Thermomonas,M3,III,False,environment,DO avg,I,-0.0001,-0.0007,0.1181,64,False
Acidaminobacter,M4,III,False,environment,DO avg,I,-0.0021,-0.2471,0.0083,65,False
Pirellula,M4,V,False,environment,DO avg,I,-0.003,-0.048,0.0616,66,False
Neochlamydia,M4,III,False,environment,DO avg,I,-0.0071,-0.2279,0.0312,67,False
Sericytochromatia,M4,III,False,environment,DO avg,I,-0.0134,-0.3521,0.0381,68,False
Pseudomonas,M4,III,False,environment,DO avg,I,-0.0141,-0.555,0.0254,69,False
Denitratisoma,M3,III,True,environment,DO avg,I,-0.0157,-0.0599,0.2612,70,False
Smithella,M4,III,False,environment,DO avg,I,-0.019,-0.5976,0.0319,71,False
Ca_Methanofastidiosum,M4,III,False,environment,DO avg,I,-0.0194,-0.4725,0.0411,72,False
Caldisericales,M4,III,False,environment,DO avg,I,-0.0281,-0.6649,0.0423,73,False
Hydrogenedensaceae,M5,IV,False,environment,DO avg,I,-0.0292,-0.2915,0.1003,74,False
Ca_Magasanikbacteria,M4,III,False,environment,DO avg,I,-0.0337,-0.6355,0.053,75,False
Devosia,M6,V,False,environment,DO avg,I,-0.0364,-0.3391,0.1073,76,False
Amaricoccus,M4,III,False,environment,DO avg,I,-0.0387,-0.7488,0.0517,77,False
Ochrobactrum,M4,III,False,environment,DO avg,I,-0.0452,-0.8965,0.0505,78,False
Methanothrix,M4,III,False,environment,DO avg,I,-0.0499,-0.8041,0.062,79,False
Turneriella,M5,IV,False,environment,DO avg,I,-0.051,-0.5943,0.0858,80,False
Ca_Nomurabacteria,M5,III,False,environment,DO avg,I,-0.0513,-0.544,0.0943,81,False
Beggiatoa,M4,III,False,environment,DO avg,I,-0.0531,-0.9925,0.0535,82,False
Rheinheimera,M4,III,False,environment,DO avg,I,-0.0537,-0.9988,0.0537,83,False
Spirochaetaceae,M5,III,False,environment,DO avg,I,-0.0628,-0.7439,0.0844,84,False
Caldilineaceae,M5,II,False,environment,DO avg,I,-0.0695,-0.7581,0.0917,85,False
Sulfuritalea,M5,III,False,environment,DO avg,I,-0.0705,-0.3832,0.1839,86,False
Aeromonas,M4,III,True,environment,DO avg,I,-0.071,-0.965,0.0736,87,False
Leifsonia,M6,V,False,environment,DO avg,I,-0.0806,-0.7399,0.109,88,False
Prolixibacteraceae,M5,III,False,environment,DO avg,I,-0.0826,-0.9263,0.0892,89,False
Williamwhitmaniaceae,M5,III,False,environment,DO avg,I,-0.0836,-0.89,0.0939,90,False
Acidovorax,M5,III,False,environment,DO avg,I,-0.084,-0.8925,0.0941,91,False
Ignavibacterium,M5,III,False,environment,DO avg,I,-0.0846,-0.4786,0.1769,92,False
Microbacterium,M6,V,False,environment,DO avg,I,-0.0914,-0.6354,0.1438,93,False
Christensenellaceae,M5,III,False,environment,DO avg,I,-0.0921,-0.9845,0.0935,95,False
Sporomusaceae,M5,III,False,environment,DO avg,I,-0.0921,-0.9995,0.0921,94,False
Ca_Epiflobacter,M5,III,False,environment,DO avg,I,-0.0937,-0.8691,0.1078,96,False
Fungi,M5,III,False,environment,DO avg,I,-0.0984,-0.9039,0.1089,97,False
Bacillales,M5,III,False,environment,DO avg,I,-0.1,-0.9371,0.1067,98,False
Exiguobacterium,M6,V,False,environment,DO avg,I,-0.103,-0.6701,0.1537,99,False
Vicingus,M5,III,False,environment,DO avg,I,-0.1036,-0.697,0.1486,100,False
Hyphomicrobium,M6,V,False,environment,DO avg,I,-0.1077,-0.5515,0.1954,101,False
Kiritimatiellae,M5,III,False,environment,DO avg,I,-0.1083,-0.7914,0.1369,102,False
Melioribacteraceae,M5,IV,False,environment,DO avg,I,-0.1085,-0.9659,0.1124,103,False
Kryptoniales,M5,III,False,environment,DO avg,I,-0.1112,-0.9921,0.1121,104,False
Pedomicrobium,M5,IV,False,environment,DO avg,I,-0.1169,-0.6479,0.1804,105,False
Bradymonadales,M5,III,False,environment,DO avg,I,-0.1178,-0.9557,0.1233,106,False
Myxococcaceae,M6,V,False,environment,DO avg,I,-0.1221,-0.7007,0.1742,107,False
Chitinophagales,M5,III,False,environment,DO avg,I,-0.1258,-0.9896,0.1272,108,False
Devosiaceae,M6,V,False,environment,DO avg,I,-0.1318,-0.6883,0.1915,109,False
Spirochaetota,M6,V,False,environment,DO avg,I,-0.1386,-0.8017,0.1729,110,False
Holophagae,M6,V,True,environment,DO avg,I,-0.1408,-0.6302,0.2235,111,False
Polyangia,M6,V,False,environment,DO avg,I,-0.1415,-0.8459,0.1673,112,False
Rhodanobacteraceae,M5,III,False,environment,DO avg,I,-0.1416,-0.7196,0.1968,113,False
Patescibacteria,M5,III,False,environment,DO avg,I,-0.1449,-0.9504,0.1524,114,False
Rhodobacter,M6,III,False,environment,DO avg,I,-0.1597,-0.9954,0.1604,115,False
Lentimicrobiaceae,M5,IV,False,environment,DO avg,I,-0.1609,-0.9286,0.1733,116,False
Longilinea,M5,IV,False,environment,DO avg,I,-0.1696,-0.9583,0.1769,117,False
Chlorobium,M6,IV,False,environment,DO avg,I,-0.1719,-0.9499,0.181,118,False
Bacteroidia,M8,V,False,environment,DO avg,I,-0.1726,-0.5746,0.3004,119,False
Azoarcus,M8,V,False,environment,DO avg,I,-0.1763,-0.6456,0.2731,120,False
Victivallales,M6,V,False,environment,DO avg,I,-0.1799,-0.8232,0.2185,121,False
Clostridiaceae,M5,IV,False,environment,DO avg,I,-0.1808,-0.9959,0.1815,122,False
Herpetosiphon,M8,V,False,environment,DO avg,I,-0.1887,-0.6735,0.2802,123,False
Ca_Gottesmanbacteria,M5,IV,False,environment,DO avg,I,-0.1921,-0.9885,0.1943,124,False
Desulfobulbus,M6,V,False,environment,DO avg,I,-0.1924,-0.8458,0.2275,125,False
Lacihabitans,M8,V,False,environment,DO avg,I,-0.2003,-0.6811,0.2941,126,False
Hoeflea,M6,IV,False,environment,DO avg,I,-0.2118,-0.9942,0.2131,127,False
Azonexus,M5,III,False,environment,DO avg,I,-0.2154,-0.9797,0.2199,128,False
Rhodospirillales,M8,V,False,environment,DO avg,I,-0.2163,-0.6961,0.3108,129,False
Solirubrobacterales,M6,IV,False,environment,DO avg,I,-0.2178,-0.9735,0.2237,130,False
Ca_Parvibacillus,M5,IV,False,environment,DO avg,I,-0.2195,-0.9492,0.2312,131,False
Rurimicrobium,M6,IV,False,environment,DO avg,I,-0.2242,-0.958,0.234,132,False
Flavobacteriales,M5,IV,False,environment,DO avg,I,-0.2243,-0.9561,0.2346,133,False
Edaphobaculum,M8,V,False,environment,DO avg,I,-0.2278,-0.6128,0.3718,134,False
Rhodocyclaceae,M6,V,False,environment,DO avg,I,-0.2464,-0.9136,0.2697,135,False
Microtrichaceae,M8,V,False,environment,DO avg,I,-0.2499,-0.7322,0.3412,136,False
Ignavibacteriales,M7,IV,False,environment,DO avg,I,-0.2523,-1.0,0.2523,137,False
Fimbriimonadaceae,M7,IV,False,environment,DO avg,I,-0.2578,-0.9993,0.258,138,False
Anaerolinea,M5,IV,False,environment,DO avg,I,-0.258,-0.9184,0.2809,139,False
Novosphingobium,M8,V,False,environment,DO avg,I,-0.259,-0.6842,0.3786,140,False
Bacteroidales,M6,V,False,environment,DO avg,I,-0.2705,-0.9378,0.2885,141,False
Prosthecobacter,M7,IV,False,environment,DO avg,I,-0.2789,-0.9996,0.279,142,False
Sphingobacteriales,M7,IV,False,environment,DO avg,I,-0.2874,-0.9947,0.2889,143,False
Leptolinea,M7,IV,False,environment,DO avg,I,-0.2875,-0.9973,0.2882,144,False
Hungateiclostridiaceae,M8,V,False,environment,DO avg,I,-0.2945,-0.7047,0.4179,145,False
Ca_Falkowbacteria,M7,III,False,environment,DO avg,I,-0.3002,-0.9954,0.3016,146,False
Paracoccus,M9,V,False,environment,DO avg,I,-0.3026,-0.9068,0.3337,147,False
Rhizobiales,M8,V,True,environment,DO avg,I,-0.307,-0.7412,0.4141,148,False
Defluviimonas,M8,V,False,environment,DO avg,I,-0.3077,-0.709,0.4339,149,False
Pleomorphomonadaceae,M8,V,False,environment,DO avg,I,-0.3091,-0.7432,0.416,150,False
Micavibrionales,M9,V,False,environment,DO avg,I,-0.3104,-0.857,0.3622,151,False
Ca_Pacebacteria,M7,IV,False,environment,DO avg,I,-0.3198,-0.9968,0.3209,152,False
Millisia,M9,V,False,environment,DO avg,I,-0.327,-0.8034,0.407,153,False
Mesorhizobium,M9,V,False,environment,DO avg,I,-0.3424,-0.8099,0.4228,154,False
Lysobacter,M7,IV,True,environment,DO avg,I,-0.3432,-0.99,0.3466,155,False
alphaI_cluster,M9,V,True,environment,DO avg,I,-0.3483,-0.7459,0.467,156,False
Rhodothermaceae,M9,V,True,environment,DO avg,I,-0.3566,-0.8248,0.4324,157,False
Xanthobacter,M9,V,False,environment,DO avg,I,-0.3575,-0.8934,0.4001,158,False
Terrimonas,M9,V,False,environment,DO avg,I,-0.3593,-0.9454,0.38,159,False
Phreatobacter,M9,V,False,environment,DO avg,I,-0.3679,-0.8564,0.4296,160,False
Persicitalea,M9,V,False,environment,DO avg,I,-0.3681,-0.7958,0.4625,161,False
Thermomicrobiales,M7,IV,False,environment,DO avg,I,-0.3726,-0.9923,0.3755,162,False
Pirellulaceae,M9,V,False,environment,DO avg,I,-0.3956,-0.8702,0.4546,163,False
Phaeodactylibacter,M9,V,False,environment,DO avg,I,-0.3978,-0.9157,0.4344,164,False
Anaerolineae,M9,V,False,environment,DO avg,I,-0.3981,-0.8797,0.4526,165,False
Saprospiraceae,M7,IV,False,environment,DO avg,I,-0.4027,-0.9992,0.403,166,False
Gracilibacteria,M9,V,False,environment,DO avg,I,-0.4039,-0.9606,0.4204,167,False
Leadbetterella,M9,V,False,environment,DO avg,I,-0.4106,-0.7865,0.5221,168,False
Terrimicrobium,M9,IV,False,environment,DO avg,I,-0.4136,-0.9038,0.4576,169,False
Ca_Caldilinea,M9,IV,True,environment,DO avg,I,-0.4158,-0.9456,0.4397,170,False
Flexifilaceae,M7,IV,False,environment,DO avg,I,-0.417,-0.999,0.4174,171,False
Ca_Sarcinithrix,M9,V,True,environment,DO avg,I,-0.4174,-0.8212,0.5082,172,False
Rhodoplanes,M9,V,True,environment,DO avg,I,-0.4285,-0.8178,0.524,173,False
Ignavibacteria,M7,IV,True,environment,DO avg,I,-0.4476,-0.9959,0.4495,174,False
Anaerolineaceae,M9,IV,False,environment,DO avg,I,-0.464,-0.9567,0.4849,175,False
Rhodobacteraceae,M9,V,False,environment,DO avg,I,-0.4727,-0.8674,0.545,176,False
Ca_Accumulibacter,M9,V,True,environment,DO avg,I,-0.4858,-0.9576,0.5073,177,False
Ca_Villigracilis,M9,IV,False,environment,DO avg,I,-0.5169,-0.9524,0.5427,178,False
Ca_Leptovillus,M9,IV,True,environment,DO avg,I,-0.5235,-0.9737,0.5377,179,False
Ca_Leptovillus,M9,IV,True,environment,N/P,V,0.5102,0.9489,0.5377,1,True
Ca_Villigracilis,M9,IV,False,environment,N/P,V,0.4997,0.9208,0.5427,2,True
Ca_Accumulibacter,M9,V,True,environment,N/P,V,0.4704,0.9274,0.5073,3,True
Ignavibacteria,M7,IV,True,environment,N/P,V,0.4495,1.0,0.4495,4,True
Anaerolineaceae,M9,IV,False,environment,N/P,V,0.4492,0.9263,0.4849,5,True
Rhodobacteraceae,M9,V,False,environment,N/P,V,0.4461,0.8186,0.545,6,False
Flexifilaceae,M7,IV,False,environment,N/P,V,0.4136,0.9909,0.4174,7,True
Ca_Caldilinea,M9,IV,True,environment,N/P,V,0.401,0.912,0.4397,8,True
Saprospiraceae,M7,IV,False,environment,N/P,V,0.3996,0.9915,0.403,9,True
Rhodoplanes,M9,V,True,environment,N/P,V,0.3993,0.762,0.524,10,False
Terrimicrobium,M9,IV,False,environment,N/P,V,0.394,0.8611,0.4576,11,False
Gracilibacteria,M9,V,False,environment,N/P,V,0.3915,0.9313,0.4204,12,True
Ca_Sarcinithrix,M9,V,True,environment,N/P,V,0.3893,0.7659,0.5082,13,False
Phaeodactylibacter,M9,V,False,environment,N/P,V,0.3802,0.8753,0.4344,14,False
Leadbetterella,M9,V,False,environment,N/P,V,0.3795,0.727,0.5221,15,False
Anaerolineae,M9,V,False,environment,N/P,V,0.3769,0.8328,0.4526,16,False
Pirellulaceae,M9,V,False,environment,N/P,V,0.3736,0.8217,0.4546,17,False
Thermomicrobiales,M7,IV,False,environment,N/P,V,0.3668,0.9768,0.3755,18,True
Terrimonas,M9,V,False,environment,N/P,V,0.3465,0.9119,0.38,19,True
Lysobacter,M7,IV,True,environment,N/P,V,0.3462,0.9987,0.3466,21,True
Phreatobacter,M9,V,False,environment,N/P,V,0.3462,0.8059,0.4296,20,False
Persicitalea,M9,V,False,environment,N/P,V,0.3411,0.7374,0.4625,22,False
Xanthobacter,M9,V,False,environment,N/P,V,0.3396,0.8488,0.4001,23,False
Rhodothermaceae,M9,V,True,environment,N/P,V,0.3329,0.7699,0.4324,24,False
Ca_Pacebacteria,M7,IV,False,environment,N/P,V,0.3208,0.9999,0.3209,25,True
alphaI_cluster,M9,V,True,environment,N/P,V,0.3186,0.6822,0.467,26,False
Mesorhizobium,M9,V,False,environment,N/P,V,0.3184,0.7531,0.4228,27,False
Millisia,M9,V,False,environment,N/P,V,0.3036,0.7459,0.407,28,False
Ca_Falkowbacteria,M7,III,False,environment,N/P,V,0.3016,1.0,0.3016,29,True
Micavibrionales,M9,V,False,environment,N/P,V,0.2921,0.8065,0.3622,30,False
Sphingobacteriales,M7,IV,False,environment,N/P,V,0.2889,0.9999,0.2889,31,True
Paracoccus,M9,V,False,environment,N/P,V,0.2885,0.8647,0.3337,32,False
Leptolinea,M7,IV,False,environment,N/P,V,0.2882,0.9998,0.2882,33,True
Pleomorphomonadaceae,M8,V,False,environment,N/P,V,0.2825,0.6792,0.416,34,False
Rhizobiales,M8,V,True,environment,N/P,V,0.2804,0.6771,0.4141,35,False
Defluviimonas,M8,V,False,environment,N/P,V,0.2785,0.6419,0.4339,36,False
Prosthecobacter,M7,IV,False,environment,N/P,V,0.2784,0.9981,0.279,37,True
Anaerolinea,M5,IV,False,environment,N/P,V,0.267,0.9506,0.2809,38,True
Hungateiclostridiaceae,M8,V,False,environment,N/P,V,0.2663,0.6372,0.4179,39,False
Bacteroidales,M6,V,False,environment,N/P,V,0.2603,0.9023,0.2885,40,True
Fimbriimonadaceae,M7,IV,False,environment,N/P,V,0.2559,0.9919,0.258,41,True
Ignavibacteriales,M7,IV,False,environment,N/P,V,0.2512,0.9958,0.2523,42,True
