ko	mag	iterativeID	genus	CAN_1	CAN_2	CAN_3	CAN_4	CAN_5
K03385	coasm_bin.238	Rhodothermaceae.5	BA12	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.24	Absconditicoccaceae.1_m		0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.240	Villigracilis.2_m	Villigracilis	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.246	Sulfuricystis.1_m	Sulfuricystis	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.248	Neotabrizicola.1_m	Neotabrizicola	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.249	Giesbergeria.2_m	Giesbergeria	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.25	Paceibacteria.3_m	UBA9973	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.250	Accumulibacter.5_m	Accumulibacter	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.251	Competibacter_A.3_m	Competibacter_A	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.255	Hydrogenophaga.1_m	Hydrogenophaga	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.256	Azonexus.3_m	Azonexus	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.258	Sandaracinus.1	JAEUKH01	0.0000	0.0000	0.8931	0.0000	2.0309
K03385	coasm_bin.259	Mariniflexile.1_m	Mariniflexile	0.2482	0.9813	0.4485	0.0000	0.0000
K03385	coasm_bin.260	Ca_Sarcinithrix.1	JAAEKA01	0.2098	0.0000	0.0632	4.1731	7.4332
K03385	coasm_bin.261	Flexifilum.2_m	Flexifilum	0.1927	0.2539	0.4352	0.4368	0.8765
K03385	coasm_bin.262	Phreatobacter.1_m	Phreatobacter	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.265	Rhodocyclaceae.20		0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.268	Flavipsychrobacter.4_m	Flavipsychrobacter	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.27	Phycisphaeraceae.31		1.5834	5.0076	4.0055	0.0000	0.0000
K03385	coasm_bin.271	Casimicrobium.1_m	Casimicrobium	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.277	Dokdonella.3_m	Dokdonella	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.278	Kiritimatiellia.1_m	CALMUP01	0.6576	0.0000	1.4851	0.0000	0.0000
K03385	coasm_bin.279	Xinfangfangia.1_m	Xinfangfangia	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.28	Rhodanobacteraceae.5	JADKFD01	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.280	Mesorhizobium_A.1_m	Mesorhizobium_A	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.286	Sphingobacteriales.9	UBA2475	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.289	Phreatobacter.2_m	Phreatobacter	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.290	Xanthobacteraceae.4	SCUB01	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.293	Verrucomicrobiales.2	Arctic95D-9	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.298	Bacteroidales.1_m	CAIVAT01	0.0000	0.0000	0.0000	0.4478	0.0374
K03385	coasm_bin.305	Hydrogenedensaceae.8	JAEUWI01	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.31	Rhodobacteraceae.1	JAAKGP01	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.312	Flavobacteriales.1_m	PHOS-HE28	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.313	Phototrophicaceae.5_m	JACKCG01	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.314	Spirosomataceae.1_m	SCN-52-12	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.315	Villigracilis.3_m	Villigracilis	2.1269	0.3503	0.9607	0.8035	0.6046
K03385	coasm_bin.318	Thermoanaerobaculia.3_m	UBA5066	0.4431	0.5839	0.4804	0.2009	0.0000
K03385	coasm_bin.320	Thermomicrobiales.1_m	JADLGF01	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.321	Dokdonella.4_m	Dokdonella	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.322	Flavipsychrobacter.5_m	Flavipsychrobacter	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.324	Chthoniobacterales.2_m	JACTMZ01	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.325	Flexifilum.3_m	Flexifilum	0.6902	0.2728	0.1247	0.2086	0.0785
K03385	coasm_bin.335	Inhella.2_m	Inhella	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.336	Micavibrionaceae.2_m	UBA1573	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.337	Ignavibacteria.7	UBA9002	1.1230	0.5165	0.3298	1.6110	3.3122
K03385	coasm_bin.338	Pseudorhodobacter.1	JAAKGP01	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.340	Mesorhizobium_A.2_m	Mesorhizobium_A	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.347	Accumulibacter.6_m	Accumulibacter	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.348	Myxococcaceae.11	JAEUJQ01	1.4437	1.9023	1.7390	0.1818	0.0000
K03385	coasm_bin.350	Phycisphaeraceae.13	JAFLCM01	0.0000	0.3685	1.0107	0.0000	0.0000
K03385	coasm_bin.358	Phycisphaeraceae.22	JABWBB01	0.1549	0.2041	0.1400	0.5852	0.0881
K03385	coasm_bin.362	Runella.1_m	Runella	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.364	Sediminibacterium.1_m	Sediminibacterium	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.365	Ca_Competibacter.109	JARSSO01	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.367	Luteimonas_D.2_m	Luteimonas_D	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.373	Leadbetterella.1_m	Leadbetterella	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.383	Ca_Pacebacteria.9	UBA1364	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.385	Microgenomatia.3_m	UBA924	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.386	alphaI_cluster.1	GCA-013693735	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.388	Absconditicoccaceae.2_m	JAGOPC01	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.389	Phototrophicaceae.6_m	JANWYT01	1.9676	2.3047	1.7776	0.0000	0.0000
K03385	coasm_bin.392	Gemmobacter.1_m	Gemmobacter	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.393	Ignavibacteriaceae.2_m	IGN3	0.0000	0.0000	0.0778	1.0509	0.2473
K03385	coasm_bin.394	Chelatococcus.1_m	Chelatococcus	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.395	Chiayiivirga.2_m	Chiayiivirga	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.399	Bosea.1_m	Bosea	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.40	Flavipsychrobacter.6_m	Flavipsychrobacter	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.400	Sphingobacteriales.53	2-12-FULL-35-15	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.407	Ca_Pacebacteria.8	1-14-0-10-56-10	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.409	Chitinophagaceae.18	CAIVPM01	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.41	Dojkabacteria.2_m	JAMQHH01	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.411	Aquimonas.2_m	Aquimonas	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.414	Terrimicrobium.2	JACTMZ01	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.417	Dokdonella_A.1_m	Dokdonella_A	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.420	Mesorhizobium_I.1_m	Mesorhizobium_I	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.423	Bryobacter.12	JACTMJ01	2.8369	2.3788	2.7960	0.1948	0.0000
K03385	coasm_bin.425	Rhodothermaceae.3	BA12	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.426	Phototrophicaceae.7_m	JALHNB01	0.2897	0.0000	0.1745	0.8026	0.1098
K03385	coasm_bin.437	Mesorhizobium_G.1_m	Mesorhizobium_G	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.441	Ignavibacterium.2	UTCHB3	1.0950	0.3206	0.5496	0.1838	0.0692
K03385	coasm_bin.447	Dojkabacteria.3_m		0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.448	Villigracilis.4_m	Villigracilis	0.7976	0.0000	0.0000	3.8164	3.1741
K03385	coasm_bin.449	Thermomonas.2_m	Thermomonas	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.466	Ignavibacteria.1_m	OLB5	0.3915	0.0000	0.3467	0.2228	26.7529
K03385	coasm_bin.468	Chthoniobacteraceae.3	JACTMZ01	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.469	Pseudofulvimonas.1_m	Pseudofulvimonas	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.47	Anaerolineaceae.3	UBA6663	0.4973	0.9175	0.0899	0.8266	0.6220
K03385	coasm_bin.471	Lysobacter_B.2_m	Lysobacter_B	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.473	Anaerolinea.1_m	Anaerolinea	0.1009	0.2658	0.0000	0.7621	0.0573
K03385	coasm_bin.476	Accumulibacter.7_m	Accumulibacter	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.479	Zambryskibacteraceae.1_m		0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.481	Leptovillus.2_m	Leptovillus	16.7022	8.1554	10.0340	23.2519	21.2083
K03385	coasm_bin.482	Ignavibacteriaceae.3_m	BA9	0.6924	0.9953	1.9904	32.3430	0.0227
K03385	coasm_bin.484	Rhodoplanes.1	SCUB01	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.485	Pseudofulvimonas.2_m	Pseudofulvimonas	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.489	Tenuifilaceae.1_m	UBA2287	0.2981	0.7099	0.4349	3.1778	1.8700
K03385	coasm_bin.492	Flavitalea.4	JJ008	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.495	Fimbriimonadaceae.1_m		0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.496	Dokdonella.5_m	Dokdonella	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.497	Amaricoccus.1_m	Amaricoccus	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.499	Dojkabacteria.4_m	JAMQHH01	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.502	Pseudoxanthomonas_B.1_m	Pseudoxanthomonas_B	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.51	Hydrogenophaga.2_m	Hydrogenophaga	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.512	Phototrophicaceae.8_m	GCA-2794515	2.6825	1.5710	1.4810	0.5630	0.4236
K03385	coasm_bin.514	Mesorhizobium_G.2_m	Mesorhizobium_G	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.518	Elusimicrobia.3	JADKHR01	2.2406	1.3122	1.2370	1.5047	0.7077
K03385	coasm_bin.519	Flexifilum.4_m	Flexifilum	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.521	Kapaibacteriales.1_m	PGYR01	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.529	Azonexus.4_m	Azonexus	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.53	Saprospiraceae.13	OLB9	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.532	Paceibacteria.4_m	JALHNF01	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.535	Novosphingobium.1_m	Novosphingobium	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.538	Defluviicoccus.1_m	Defluviicoccus	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.539	Flavobacterium.2_m	Flavobacterium	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.54	Phycisphaeraceae.34	UBA2396	1.8096	0.4769	0.5450	0.0000	0.0000
K03385	coasm_bin.540	Pseudohoeflea.1_m	Pseudohoeflea	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.542	Phycisphaeraceae.32		2.4350	4.1110	3.2311	0.1150	0.0000
K03385	coasm_bin.543	Anaerolineae.2	Fen-1058	0.0000	0.0000	0.0000	5.3519	14.8204
K03385	coasm_bin.547	Ca_Bealeia.3		0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.548	Phnomibacter.1_m	Phnomibacter	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.55	Competibacter.3_m	Competibacter	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.551	Cyclobacteriaceae.2_m	UBA2336	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.555	Mesorhizobium.9	DUSC01	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.556	Myxococcaceae.6	JACRCT01	0.0000	0.0000	0.0000	0.0000	3.6729
K03385	coasm_bin.558	Chiayiivirga.3_m	Chiayiivirga	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.561	Ca_Pacebacteria.2		0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.563	Hydrogenophaga.3_m	Hydrogenophaga	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.572	Villigracilaceae.2_m	UBA8950	0.0000	0.0000	0.1663	0.9734	0.4186
K03385	coasm_bin.578	Terrimicrobium.3	QYQL01	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.579	Flavobacteriales.7	PHOS-HE28	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.60	Blastopirellula.1	M30B19	1.3569	1.0099	0.0000	0.0000	0.0000
K03385	coasm_bin.61	Chitinophagaceae.14	UBA1930	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.70	Cephaloticoccus.1	UBA2377	7.0585	2.4577	2.1628	1.5846	0.2046
K03385	coasm_bin.74	Bacteroidales.2_m	JALNZU01	1.0380	1.1190	2.5273	1.0419	0.0433
K03385	coasm_bin.75	Xanthomonadaceae.3		0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.82	Micavibrionaceae.3_m	UBA1573	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.84	Chlorobium.1_m	Chlorobium	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.85	Aquimonas.3_m	Aquimonas	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.86	Lacipirellulaceae.1_m	GCA-2702655	0.0000	0.0000	0.0000	0.5378	0.3541
K03385	coasm_bin.88	Defluviicoccus.2_m	Defluviicoccus	0.0000	0.0000	0.0000	0.0000	0.0000
K03385	coasm_bin.92	Anaerolineaceae.2_m	Ch132	0.2950	0.3887	0.1333	0.7801	0.1677
K03385	coasm_bin.93	Micropepsaceae.1	JADZAI01	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_1_bin.148	Dokdonella.1_m	Dokdonella	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_1_bin.174	Gracilibacteria.30	UBA5532	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_1_bin.177	Pararhodobacter.1_m	Pararhodobacter	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_1_bin.180	Bdellovibrio.13	UBA2316	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_1_bin.195	Ca_Falkowbacteria.7	UBA919	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_1_bin.2	Ignavibacteria.5		0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_1_bin.210	Dokdonella.2_m	Dokdonella	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_1_bin.48	Paceibacteria.1_m		0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_1_bin.5	Micavibrionaceae.1_m	UBA1573	6.5979	5.3130	4.4706	16.5469	15.8898
K03821	CAN_1_bin.77	Thermoanaerobaculia.1_m	UBA5066	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_1_bin.84	Phototrophicaceae.1_m	CFX2	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_1_bin.98	Accumulibacter.1_m	Accumulibacter	58.7546	52.3671	47.5001	183.9582	46.8518
K03821	CAN_2_bin.125	Pseudoxanthomonas_A.1_m	Pseudoxanthomonas_A	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_2_bin.151	Brevundimonas.1_m	Brevundimonas	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_2_bin.159	Pseudoxanthomonas.1_m	Pseudoxanthomonas	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_2_bin.173	Burkholderiaceae.1_m	JACDQM01	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_2_bin.176	Thermoanaerobaculia.2_m	UBA5066	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_2_bin.23	Zoogloea.1_m	Zoogloea	33.9239	71.9941	72.8137	1.0455	1.1132
K03821	CAN_2_bin.6	Desulfobacillus.1_m	Desulfobacillus	64.2999	23.0984	27.0496	24.5525	0.7553
K03821	CAN_2_bin.66	Chthoniobacterales.1_m	JACTMZ01	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_3_bin.10	Rhodobacter.13	JAAKGP01	2.7937	3.6812	3.1549	0.8795	1.0588
K03821	CAN_3_bin.124	Thermomonas.1_m	Thermomonas	0.8469	1.7536	1.5302	0.0000	0.0000
K03821	CAN_3_bin.13	Pseudoxanthomonas_A.2_m	Pseudoxanthomonas_A	7.3414	12.2534	15.0336	0.7395	0.0000
K03821	CAN_3_bin.203	Ancalomicrobiaceae.1_m	JAEULV01	21.8006	23.4717	25.9402	29.1252	105.1987
K03821	CAN_3_bin.205	Niabella.1_m	Niabella	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_3_bin.208	Azospira_A.1_m	Azospira_A	2.4076	2.6807	3.3548	0.3264	0.0000
K03821	CAN_3_bin.216	Zoogloea.2_m	Zoogloea	22.1889	61.9132	58.7331	2.0804	1.7711
K03821	CAN_3_bin.221	Ignavibacteria.31	OLB5	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_3_bin.227	Kapaibacterium.1_m	Kapaibacterium	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_3_bin.43	Luteimonas_D.1_m	Luteimonas_D	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_4_bin.103	Aggregatilineales.1_m	UBA2796	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_4_bin.107	Caldilinea.1_m	Caldilinea	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_4_bin.11	Villigracilis.1_m	Villigracilis	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_4_bin.112	Bacteroidia.1_m	2-12-FULL-35-15	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_4_bin.116	Competibacter.1_m	Competibacter	19.4533	18.5770	12.0047	198.3349	51.9021
K03821	CAN_4_bin.142	Vicingus.1_m	Vicingus	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_4_bin.152	Brevundimonas.2_m	Brevundimonas	0.4406	0.0000	0.0000	1.7263	0.0000
K03821	CAN_4_bin.154	Aquimonas.1_m	Aquimonas	0.1247	0.2464	0.0000	0.7064	0.0354
K03821	CAN_4_bin.166	Ignavibacterium.4	UTCHB3	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_4_bin.195	Azonexus.1_m	Azonexus	2.8891	2.9639	1.5330	33.0511	2.4231
K03821	CAN_4_bin.197	Ignavibacteria.13	CAIKZJ01	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_4_bin.208	Azospira_A.2_m	Azospira_A	40.1271	41.2585	37.4216	8.8686	0.0837
K03821	CAN_4_bin.220	Bosea.1	JAIUNP01	1.2424	1.0914	3.7414	5.0061	16.0100
K03821	CAN_4_bin.225	Accumulibacter.2_m	Accumulibacter	0.1625	0.0000	0.0000	0.4912	1.5708
K03821	CAN_4_bin.236	Thauera.1_m	Thauera	109.1310	262.5966	249.3630	9.2482	5.3008
K03821	CAN_4_bin.238	Phaeodactylibacter.3	UBA2329	2.9449	1.2935	1.5520	3.3374	2.7207
K03821	CAN_4_bin.25	Competibacter_A.1_m	Competibacter_A	12.5464	11.1225	11.0795	83.3064	46.3614
K03821	CAN_4_bin.35	Brevundimonas.3_m	Brevundimonas	0.4350	0.0000	0.0000	2.6295	0.4947
K03821	CAN_4_bin.38	Salinispiraceae.1_m		0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_4_bin.44	Mesorhizobium.22	DUSC01	1.2224	1.7120	1.5649	3.0978	3.6492
K03821	CAN_4_bin.62	Anaerolineaceae.1_m	JARKPB01	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_4_bin.64	Accumulibacter.3_m	Accumulibacter	8.3696	2.9479	3.8758	10.8493	2.2373
K03821	CAN_4_bin.70	Phototrophicaceae.2_m	JAIOHN01	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_4_bin.72	Competibacter_A.2_m	Competibacter_A	0.6110	0.3834	0.2555	1.7348	0.1824
K03821	CAN_4_bin.76	Dojkabacteria.1_m	Brojett037	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_4_bin.92	Flexifilum.1_m	Flexifilum	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_5_bin.1	Rhabdaerophilum.1_m	Rhabdaerophilum	0.4164	0.3919	0.1612	0.5843	1.3190
K03821	CAN_5_bin.100	Ignavibacteriaceae.1_m	JAEXTR01	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_5_bin.106	Competibacter.2_m	Competibacter	1543.7242	1581.3214	1547.6941	567.3614	229.0369
K03821	CAN_5_bin.112	Terrimonas.22	JJ008	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_5_bin.145	Bacteroidia.19	JAAFHL01	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_5_bin.146	Altimarinus.1_m	Altimarinus	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_5_bin.147	Terrimonas.3	SpSt-398	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_5_bin.149	Flavipsychrobacter.1_m	Flavipsychrobacter	0.4754	0.0000	0.0000	0.7184	1.0699
K03821	CAN_5_bin.150	Paceibacteria.2_m	JAHFLJ01	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_5_bin.167	Ignavibacteria.21	OLB5	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_5_bin.169	Spirochaetota.1_m		0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_5_bin.173	Bacteroidia.11	JAKRSD01	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_5_bin.177	Lysobacter.2	SCMT01	15.9696	22.3184	17.6335	15.1121	4.6771
K03821	CAN_5_bin.180	Anaerolineaceae.24	UBA6170	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_5_bin.2	Rhodospirillales.3		0.0000	0.0486	0.0873	0.0903	11.0905
K03821	CAN_5_bin.40	Giesbergeria.1_m	Giesbergeria	6.7486	8.4929	9.9331	0.9166	0.5604
K03821	CAN_5_bin.52	Beijerinckiaceae.1_m		0.6912	0.7039	0.0677	3.6514	47.9506
K03821	CAN_5_bin.62	Caldilinea.2_m	Caldilinea	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_5_bin.70	Azonexus.2_m	Azonexus	43.5249	17.2015	25.7751	288.4034	81.3911
K03821	CAN_5_bin.9	Villigracilaceae.1_m	UBA5195	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_5_bin.90	Gracilibacteria.25	UBA5532	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	CAN_5_bin.97	Azospira.1	UBA1934	0.7951	2.8601	2.2941	5.4930	5.0417
K03821	coasm_bin.10	Leptovillus.1_m	Leptovillus	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	coasm_bin.103	Phototrophicaceae.3_m	JALHNB01	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	coasm_bin.105	Rhodobacter.5	JAAKGP01	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	coasm_bin.108	Tabrizicola.1_m	Tabrizicola	0.2871	0.0946	0.3891	0.3254	0.3265
K03821	coasm_bin.110	Leptonema.1_m	Leptonema	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	coasm_bin.112	Microgenomatia.1_m	UBA927	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	coasm_bin.114	Sphingobacteriales.16	UBA2475	0.1231	1.1351	0.3335	0.0000	0.0000
K03821	coasm_bin.115	Phototrophicaceae.4_m	GCA-2794515	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	coasm_bin.117	Chitinophagaceae.1_m	JAFLBI01	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	coasm_bin.118	Beijerinckiaceae.2_m	GCA-013693735	0.0532	0.0702	0.1443	0.0402	0.2421
K03821	coasm_bin.121	Sphingobacteriales.13	UBA2475	0.3692	1.2972	1.4452	0.0930	0.0000
K03821	coasm_bin.125	Flavobacterium.1_m	Flavobacterium	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	coasm_bin.13	Bryobacter.14	JACTMJ01	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	coasm_bin.131	Azoarcus_F.1_m	Azoarcus_F	0.2224	0.0977	0.0670	0.2240	0.0000
K03821	coasm_bin.132	Cyclobacteriaceae.1_m	ELB16-189	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	coasm_bin.133	Kaistella.1_m	Kaistella	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	coasm_bin.134	Lysobacter_B.1_m	Lysobacter_B	1.9451	2.1969	2.0083	1.6795	0.4739
K03821	coasm_bin.135	Flavipsychrobacter.2_m	Flavipsychrobacter	0.0000	0.0000	0.0000	0.0000	0.0000
K03821	coasm_bin.138	Hyphomicrobiaceae.1_m	JABFRJ01	0.0000	0.0000	0.2760	0.4616	0.0000
K03821	coasm_bin.139	Planctomycetota.15	UBA2386	0.0000	0.0000	0.0000	0.0000	0.0000
